source_cohort,held_out_donor,gene,variance_rank_selected
GSE199219,CID4513,MZT2A,True
GSE199219,CID4513,UBXN4,True
GSE199219,CID4513,CXCR4,True
GSE199219,CID4513,ARHGAP15,True
GSE199219,CID4513,ZEB2,True
GSE199219,CID4513,PRPF40A,True
GSE199219,CID4513,NR4A2,True
GSE199219,CID4513,CYTIP,True
GSE199219,CID4513,TANK,True
GSE199219,CID4513,PPIG,True
GSE199219,CID4513,WIPF1,True
GSE199219,CID4513,HNRNPA3,True
GSE199219,CID4513,NFE2L2,True
GSE199219,CID4513,ITGA4,True
GSE199219,CID4513,ORMDL1,True
GSE199219,CID4513,GLS,True
GSE199219,CID4513,STAT1,True
GSE199219,CID4513,STAT4,True
GSE199219,CID4513,NABP1,True
GSE199219,CID4513,STK17B,True
GSE199219,CID4513,ANKRD44,True
GSE199219,CID4513,SF3B1,True
GSE199219,CID4513,HSPD1,True
GSE199219,CID4513,HSPE1,True
GSE199219,CID4513,BZW1,True
GSE199219,CID4513,CLK1,True
GSE199219,CID4513,CFLAR,True
GSE199219,CID4513,CASP8,True
GSE199219,CID4513,SUMO1,True
GSE199219,CID4513,NOP58,True
GSE199219,CID4513,CTLA4,True
GSE199219,CID4513,ICOS,True
GSE199219,CID4513,EEF1B2,True
GSE199219,CID4513,XRCC5,True
GSE199219,CID4513,RPL37A,True
GSE199219,CID4513,ARPC2,True
GSE199219,CID4513,TUBA4A,True
GSE199219,CID4513,SP100,True
GSE199219,CID4513,ITM2C,True
GSE199219,CID4513,NCL,True
GSE199219,CID4513,ARL4C,True
GSE199219,CID4513,LRRFIP1,True
GSE199219,CID4513,PDCD1,False
GSE199219,CID4513,BRK1,True
GSE199219,CID4513,RPL32,True
GSE199219,CID4513,ANKRD28,True
GSE199219,CID4513,RPL15,True
GSE199219,CID4513,GOLGA4,True
GSE199219,CID4513,CSRNP1,True
GSE199219,CID4513,RPSA,True
GSE199219,CID4513,EIF1B,True
GSE199219,CID4513,RPL14,True
GSE199219,CID4513,NKTR,True
GSE199219,CID4513,TMA7,True
GSE199219,CID4513,RHOA,True
GSE199219,CID4513,GNAI2,True
GSE199219,CID4513,RPL29,True
GSE199219,CID4513,SPCS1,True
GSE199219,CID4513,SELENOK,True
GSE199219,CID4513,ARF4,True
GSE199219,CID4513,ARL6IP5,True
GSE199219,CID4513,FOXP1,True
GSE199219,CID4513,MTRNR2L12,True
GSE199219,CID4513,CLDND1,True
GSE199219,CID4513,RPL24,True
GSE199219,CID4513,NFKBIZ,True
GSE199219,CID4513,BBX,True
GSE199219,CID4513,CD47,True
GSE199219,CID4513,TRAT1,True
GSE199219,CID4513,CD96,True
GSE199219,CID4513,TIGIT,True
GSE199219,CID4513,HCLS1,True
GSE199219,CID4513,GOLGB1,True
GSE199219,CID4513,CNBP,True
GSE199219,CID4513,H1FX,True
GSE199219,CID4513,CDV3,True
GSE199219,CID4513,ATP1B3,True
GSE199219,CID4513,TSC22D2,True
GSE199219,CID4513,SERP1,True
GSE199219,CID4513,MBNL1,True
GSE199219,CID4513,DHX36,True
GSE199219,CID4513,TIPARP,True
GSE199219,CID4513,CCNL1,True
GSE199219,CID4513,SEC62,True
GSE199219,CID4513,SKIL,True
GSE199219,CID4513,RPL22L1,True
GSE199219,CID4513,TRA2B,True
GSE199219,CID4513,EIF4A2,True
GSE199219,CID4513,PPP1R2,True
GSE199219,CID4513,RPL35A,True
GSE199219,CID4513,MXD4,True
GSE199219,CID4513,LYAR,True
GSE199219,CID4513,MRFAP1,True
GSE199219,CID4513,BOD1L1,True
GSE199219,CID4513,RBPJ,True
GSE199219,CID4513,ARAP2,True
GSE199219,CID4513,RPL9,True
GSE199219,CID4513,RHOH,True
GSE199219,CID4513,OCIAD2,True
GSE199219,CID4513,HOPX,True
GSE199219,CID4513,AREG,True
GSE199219,CID4513,G3BP2,True
GSE199219,CID4513,CCNI,True
GSE199219,CID4513,CXCL13,True
GSE199219,CID4513,CNOT6L,True
GSE199219,CID4513,RASGEF1B,True
GSE199219,CID4513,HNRNPDL,True
GSE199219,CID4513,H2AFZ,True
GSE199219,CID4513,NFKB1,True
GSE199219,CID4513,UBE2D3,True
GSE199219,CID4513,RPL34,True
GSE199219,CID4513,SNHG8,True
GSE199219,CID4513,C4orf3,True
GSE199219,CID4513,ANXA5,True
GSE199219,CID4513,SMARCA5,True
GSE199219,CID4513,RPS3A,True
GSE199219,CID4513,HMGB2,True
GSE199219,CID4513,ANKRD37,True
GSE199219,CID4513,SUB1,True
GSE199219,CID4513,IL7R,True
GSE199219,CID4513,FYB1,True
GSE199219,CID4513,PTGER4,True
GSE199219,CID4513,PRKAA1,False
GSE199219,CID4513,RPL37,True
GSE199219,CID4513,EMB,True
GSE199219,CID4513,GZMK,True
GSE199219,CID4513,GZMA,True
GSE199219,CID4513,GPBP1,True
GSE199219,CID4513,PIK3R1,True
GSE199219,CID4513,BTF3,True
GSE199219,CID4513,NSA2,True
GSE199219,CID4513,TBCA,True
GSE199219,CID4513,JMY,True
GSE199219,CID4513,RPS23,True
GSE199219,CID4513,COX7C,True
GSE199219,CID4513,CCNH,True
GSE199219,CID4513,GLRX,True
GSE199219,CID4513,CAST,True
GSE199219,CID4513,CHD1,True
GSE199219,CID4513,REEP5,True
GSE199219,CID4513,TNFAIP8,True
GSE199219,CID4513,HINT1,True
GSE199219,CID4513,CDC42SE2,True
GSE199219,CID4513,IRF1,True
GSE199219,CID4513,TCF7,True
GSE199219,CID4513,SKP1,True
GSE199219,CID4513,UBE2B,True
GSE199219,CID4513,HNRNPA0,True
GSE199219,CID4513,EGR1,True
GSE199219,CID4513,HSPA9,True
GSE199219,CID4513,PAIP2,True
GSE199219,CID4513,UBE2D2,True
GSE199219,CID4513,CD14,False
GSE199219,CID4513,TAF7,True
GSE199219,CID4513,NDFIP1,True
GSE199219,CID4513,NR3C1,True
GSE199219,CID4513,CSNK1A1,True
GSE199219,CID4513,CD74,True
GSE199219,CID4513,RPS14,True
GSE199219,CID4513,ITK,True
GSE199219,CID4513,NPM1,True
GSE199219,CID4513,DUSP1,True
GSE199219,CID4513,ATP6V0E1,True
GSE199219,CID4513,CREBRF,True
GSE199219,CID4513,HIGD2A,True
GSE199219,CID4513,PRELID1,True
GSE199219,CID4513,HNRNPAB,True
GSE199219,CID4513,HNRNPH1,True
GSE199219,CID4513,SQSTM1,True
GSE199219,CID4513,RACK1,True
GSE199219,CID4513,SERPINB9,True
GSE199219,CID4513,PRPF4B,True
GSE199219,CID4513,CD83,True
GSE199219,CID4513,MYLIP,True
GSE199219,CID4513,DEK,True
GSE199219,CID4513,HIST1H4C,True
GSE199219,CID4513,BTN3A2,True
GSE199219,CID4513,HLA-F,True
GSE199219,CID4513,HLA-A,True
GSE199219,CID4513,HLA-E,True
GSE199219,CID4513,PPP1R10,True
GSE199219,CID4513,TNF,True
GSE199219,CID4513,LTB,True
GSE199219,CID4513,CLIC1,True
GSE199219,CID4513,HSPA1A,True
GSE199219,CID4513,HSPA1B,True
GSE199219,CID4513,C6orf48,True
GSE199219,CID4513,NEU1,True
GSE199219,CID4513,GPSM3,True
GSE199219,CID4513,HLA-DRA,True
GSE199219,CID4513,HLA-DRB1,True
GSE199219,CID4513,HLA-DQA1,True
GSE199219,CID4513,HLA-DQB1,True
GSE199219,CID4513,PSMB8,True
GSE199219,CID4513,PSMB9,True
GSE199219,CID4513,TAP1,True
GSE199219,CID4513,BRD2,True
GSE199219,CID4513,HLA-DPA1,True
GSE199219,CID4513,HLA-DPB1,True
GSE199219,CID4513,RPS18,True
GSE199219,CID4513,TAPBP,True
GSE199219,CID4513,CUTA,True
GSE199219,CID4513,RPS10,True
GSE199219,CID4513,RPL10A,True
GSE199219,CID4513,FKBP5,True
GSE199219,CID4513,SRSF3,True
GSE199219,CID4513,CDKN1A,True
GSE199219,CID4513,HSP90AB1,True
GSE199219,CID4513,COX7A2,True
GSE199219,CID4513,ZNF292,True
GSE199219,CID4513,PNRC1,True
GSE199219,CID4513,PNISR,True
GSE199219,CID4513,PRDM1,True
GSE199219,CID4513,SNX3,True
GSE199219,CID4513,CD164,True
GSE199219,CID4513,AMD1,True
GSE199219,CID4513,FYN,True
GSE199219,CID4513,RPS12,True
GSE199219,CID4513,BCLAF1,True
GSE199219,CID4513,TNFAIP3,True
GSE199219,CID4513,ABRACL,True
GSE199219,CID4513,CITED2,True
GSE199219,CID4513,SF3B5,True
GSE199219,CID4513,DYNLT1,True
GSE199219,CID4513,SYTL3,True
GSE199219,CID4513,EZR,True
GSE199219,CID4513,TAGAP,True
GSE199219,CID4513,SOD2,True
GSE199219,CID4513,WTAP,True
GSE199219,CID4513,TCP1,True
GSE199219,CID4513,MRPL18,True
GSE199219,CID4513,RNASET2,True
GSE199219,CID4513,PSMB1,True
GSE199219,CID4513,ZFAND2A,True
GSE199219,CID4513,ACTB,True
GSE199219,CID4513,RAC1,True
GSE199219,CID4513,NDUFA4,True
GSE199219,CID4513,ARL4A,True
GSE199219,CID4513,TOMM7,True
GSE199219,CID4513,TRA2A,True
GSE199219,CID4513,CYCS,True
GSE199219,CID4513,HNRNPA2B1,True
GSE199219,CID4513,CBX3,True
GSE199219,CID4513,TAX1BP1,True
GSE199219,CID4513,SEPT7,True
GSE199219,CID4513,TRGC2,True
GSE199219,CID4513,STK17A,True
GSE199219,CID4513,PPIA,True
GSE199219,CID4513,H2AFV,True
GSE199219,CID4513,IKZF1,True
GSE199219,CID4513,SEC61G,True
GSE199219,CID4513,EGFR,False
GSE199219,CID4513,CHCHD2,True
GSE199219,CID4513,SBDS,True
GSE199219,CID4513,HSPB1,True
GSE199219,CID4513,AKAP9,True
GSE199219,CID4513,FAM133B,True
GSE199219,CID4513,ARPC1B,True
GSE199219,CID4513,LAMTOR4,True
GSE199219,CID4513,KMT2E,True
GSE199219,CID4513,NAMPT,True
GSE199219,CID4513,HBP1,True
GSE199219,CID4513,DNAJB9,True
GSE199219,CID4513,IFRD1,True
GSE199219,CID4513,AC016831.7,True
GSE199219,CID4513,AC058791.1,True
GSE199219,CID4513,ZC3HAV1,True
GSE199219,CID4513,NDUFB2,True
GSE199219,CID4513,SSBP1,True
GSE199219,CID4513,TRBC1,True
GSE199219,CID4513,TRBC2,True
GSE199219,CID4513,GSTK1,True
GSE199219,CID4513,GIMAP7,True
GSE199219,CID4513,DNAJB6,True
GSE199219,CID4513,SLC25A6,True
GSE199219,CID4513,CD99,True
GSE199219,CID4513,TMSB4X,True
GSE199219,CID4513,OFD1,True
GSE199219,CID4513,SYAP1,True
GSE199219,CID4513,SH3KBP1,True
GSE199219,CID4513,EIF1AX,True
GSE199219,CID4513,SAT1,True
GSE199219,CID4513,DDX3X,True
GSE199219,CID4513,NDUFB11,True
GSE199219,CID4513,UXT,True
GSE199219,CID4513,RBM3,True
GSE199219,CID4513,PLP2,True
GSE199219,CID4513,TSPYL2,True
GSE199219,CID4513,MSN,True
GSE199219,CID4513,IL2RG,True
GSE199219,CID4513,RPS4X,True
GSE199219,CID4513,XIST,True
GSE199219,CID4513,ATRX,True
GSE199219,CID4513,COX7B,True
GSE199219,CID4513,PGK1,True
GSE199219,CID4513,ITM2A,True
GSE199219,CID4513,SH3BGRL,True
GSE199219,CID4513,RPL36A,True
GSE199219,CID4513,TSC22D3,True
GSE199219,CID4513,SLC25A5,True
GSE199219,CID4513,SEPT6,True
GSE199219,CID4513,RPL39,True
GSE199219,CID4513,NDUFA1,True
GSE199219,CID4513,CD40LG,True
GSE199219,CID4513,RBMX,True
GSE199219,CID4513,IDS,True
GSE199219,CID4513,NSDHL,False
GSE199219,CID4513,SSR4,True
GSE199219,CID4513,FLNA,True
GSE199219,CID4513,RPL10,True
GSE199219,CID4513,G6PD,False
GSE199219,CID4513,PCM1,True
GSE199219,CID4513,DOK2,True
GSE199219,CID4513,DUSP4,True
GSE199219,CID4513,SARAF,True
GSE199219,CID4513,LEPROTL1,True
GSE199219,CID4513,RAB11FIP1,True
GSE199219,CID4513,RPS20,True
GSE199219,CID4513,SDCBP,True
GSE199219,CID4513,RPL7,True
GSE199219,CID4513,FABP5,True
GSE199219,CID4513,GEM,True
GSE199219,CID4513,UQCRB,True
GSE199219,CID4513,MTDH,True
GSE199219,CID4513,RPL30,True
GSE199219,CID4513,COX6C,True
GSE199219,CID4513,RNF19A,True
GSE199219,CID4513,PABPC1,True
GSE199219,CID4513,YWHAZ,True
GSE199219,CID4513,EIF3E,True
GSE199219,CID4513,ENY2,True
GSE199219,CID4513,EIF3H,True
GSE199219,CID4513,FAM49B,True
GSE199219,CID4513,SLA,True
GSE199219,CID4513,LY6E,True
GSE199219,CID4513,EEF1D,True
GSE199219,CID4513,VPS28,True
GSE199219,CID4513,RPL8,True
GSE199219,CID4513,DOCK8,True
GSE199219,CID4513,VLDLR,False
GSE199219,CID4513,CD274,False
GSE199219,CID4513,PLIN2,True
GSE199219,CID4513,RPS6,True
GSE199219,CID4513,DNAJA1,True
GSE199219,CID4513,ZFAND5,True
GSE199219,CID4513,ANXA1,True
GSE199219,CID4513,TLE4,True
GSE199219,CID4513,HNRNPK,True
GSE199219,CID4513,CKS2,True
GSE199219,CID4513,ANP32B,True
GSE199219,CID4513,SEC61B,True
GSE199219,CID4513,NR4A3,True
GSE199219,CID4513,TXN,True
GSE199219,CID4513,AKNA,True
GSE199219,CID4513,ATP6V1G1,True
GSE199219,CID4513,RPL35,True
GSE199219,CID4513,HSPA5,True
GSE199219,CID4513,RPL12,True
GSE199219,CID4513,C9orf16,True
GSE199219,CID4513,SPTAN1,True
GSE199219,CID4513,SET,True
GSE199219,CID4513,IER5L,True
GSE199219,CID4513,C9orf78,True
GSE199219,CID4513,FNBP1,True
GSE199219,CID4513,RPL7A,True
GSE199219,CID4513,SNHG7,True
GSE199219,CID4513,EDF1,True
GSE199219,CID4513,DPP7,True
GSE199219,CID4513,TUBB4B,True
GSE199219,CID4513,IFITM2,True
GSE199219,CID4513,RPLP2,True
GSE199219,CID4513,POLR2L,True
GSE199219,CID4513,CTSD,True
GSE199219,CID4513,LSP1,True
GSE199219,CID4513,CD81,True
GSE199219,CID4513,KCNQ1OT1,True
GSE199219,CID4513,NAP1L4,True
GSE199219,CID4513,EIF3F,True
GSE199219,CID4513,RPL27A,True
GSE199219,CID4513,MTRNR2L8,True
GSE199219,CID4513,EIF4G2,True
GSE199219,CID4513,PSMA1,True
GSE199219,CID4513,C11orf58,True
GSE199219,CID4513,RPS13,True
GSE199219,CID4513,LDHA,True
GSE199219,CID4513,CD44,True
GSE199219,CID4513,CD6,True
GSE199219,CID4513,TMEM258,True
GSE199219,CID4513,FTH1,True
GSE199219,CID4513,AHNAK,True
GSE199219,CID4513,UBXN1,True
GSE199219,CID4513,SLC3A2,True
GSE199219,CID4513,RARRES3,True
GSE199219,CID4513,COX8A,True
GSE199219,CID4513,PPP1R14B,True
GSE199219,CID4513,TRMT112,True
GSE199219,CID4513,SF1,True
GSE199219,CID4513,FAU,True
GSE199219,CID4513,NEAT1,True
GSE199219,CID4513,CFL1,True
GSE199219,CID4513,CCDC85B,True
GSE199219,CID4513,DRAP1,True
GSE199219,CID4513,PPP1CA,True
GSE199219,CID4513,TBC1D10C,True
GSE199219,CID4513,CORO1B,True
GSE199219,CID4513,DHCR7,False
GSE199219,CID4513,UCP2,True
GSE199219,CID4513,SPCS2,True
GSE199219,CID4513,RPS3,True
GSE199219,CID4513,RSF1,True
GSE199219,CID4513,NDUFC2,True
GSE199219,CID4513,PCF11,True
GSE199219,CID4513,CTSC,True
GSE199219,CID4513,CHORDC1,True
GSE199219,CID4513,TAF1D,True
GSE199219,CID4513,BIRC3,True
GSE199219,CID4513,TMEM123,True
GSE199219,CID4513,CARD16,True
GSE199219,CID4513,ATM,True
GSE199219,CID4513,NCAM1,False
GSE199219,CID4513,PCSK7,True
GSE199219,CID4513,IL10RA,True
GSE199219,CID4513,CD3E,True
GSE199219,CID4513,CD3D,True
GSE199219,CID4513,CD3G,True
GSE199219,CID4513,ATP5MG,True
GSE199219,CID4513,KMT2A,True
GSE199219,CID4513,RPS25,True
GSE199219,CID4513,H2AFX,True
GSE199219,CID4513,HSPA8,True
GSE199219,CID4513,ETS1,True
GSE199219,CID4513,IDI1,True
GSE199219,CID4513,KLF6,True
GSE199219,CID4513,CELF2,True
GSE199219,CID4513,OPTN,True
GSE199219,CID4513,FAM107B,True
GSE199219,CID4513,VIM,True
GSE199219,CID4513,YME1L1,True
GSE199219,CID4513,WAC,True
GSE199219,CID4513,KIF5B,True
GSE199219,CID4513,EPC1,True
GSE199219,CID4513,ITGB1,True
GSE199219,CID4513,CREM,True
GSE199219,CID4513,HNRNPF,True
GSE199219,CID4513,ARID5B,True
GSE199219,CID4513,JMJD1C,True
GSE199219,CID4513,HNRNPH3,True
GSE199219,CID4513,DDX21,True
GSE199219,CID4513,SRGN,True
GSE199219,CID4513,PPA1,True
GSE199219,CID4513,SPOCK2,True
GSE199219,CID4513,ANAPC16,True
GSE199219,CID4513,DDIT4,True
GSE199219,CID4513,VDAC2,True
GSE199219,CID4513,PGAM1,True
GSE199219,CID4513,NDUFB8,True
GSE199219,CID4513,DUSP5,True
GSE199219,CID4513,PDCD4,True
GSE199219,CID4513,EIF3A,True
GSE199219,CID4513,RGS10,True
GSE199219,CID4513,BUB3,True
GSE199219,CID4513,WNK1,True
GSE199219,CID4513,CCND2,True
GSE199219,CID4513,CD27,True
GSE199219,CID4513,GAPDH,True
GSE199219,CID4513,CD4,False
GSE199219,CID4513,TPI1,True
GSE199219,CID4513,C12orf57,True
GSE199219,CID4513,SLC2A3,True
GSE199219,CID4513,KLRB1,True
GSE199219,CID4513,CLEC2D,True
GSE199219,CID4513,CD69,True
GSE199219,CID4513,CLEC2B,True
GSE199219,CID4513,GABARAPL1,True
GSE199219,CID4513,KLRD1,True
GSE199219,CID4513,CDKN1B,True
GSE199219,CID4513,ATF7IP,True
GSE199219,CID4513,ARHGDIB,True
GSE199219,CID4513,LDHB,True
GSE199219,CID4513,FGFR1OP2,True
GSE199219,CID4513,KIAA1551,True
GSE199219,CID4513,SCAF11,True
GSE199219,CID4513,SLC38A1,True
GSE199219,CID4513,SLC38A2,True
GSE199219,CID4513,TUBA1B,True
GSE199219,CID4513,TUBA1A,True
GSE199219,CID4513,TUBA1C,True
GSE199219,CID4513,TMBIM6,True
GSE199219,CID4513,LIMA1,False
GSE199219,CID4513,DAZAP2,True
GSE199219,CID4513,NR4A1,True
GSE199219,CID4513,EIF4B,True
GSE199219,CID4513,PFDN5,True
GSE199219,CID4513,PCBP2,True
GSE199219,CID4513,ATP5MC2,True
GSE199219,CID4513,HNRNPA1,True
GSE199219,CID4513,BLOC1S1,True
GSE199219,CID4513,CD63,True
GSE199219,CID4513,RPS26,True
GSE199219,CID4513,RPL41,True
GSE199219,CID4513,MYL6,True
GSE199219,CID4513,PTGES3,True
GSE199219,CID4513,NACA,True
GSE199219,CID4513,USP15,True
GSE199219,CID4513,IFNG,True
GSE199219,CID4513,RAP1B,True
GSE199219,CID4513,RAB21,True
GSE199219,CID4513,GLIPR1,True
GSE199219,CID4513,PHLDA1,True
GSE199219,CID4513,NAP1L1,True
GSE199219,CID4513,PPP1R12A,True
GSE199219,CID4513,ATP2B1,True
GSE199219,CID4513,BTG1,True
GSE199219,CID4513,SLC25A3,True
GSE199219,CID4513,HSP90B1,True
GSE199219,CID4513,ISCU,True
GSE199219,CID4513,ARPC3,True
GSE199219,CID4513,ERP29,True
GSE199219,CID4513,RPL6,True
GSE199219,CID4513,PEBP1,True
GSE199219,CID4513,RPLP0,True
GSE199219,CID4513,COX6A1,True
GSE199219,CID4513,SRSF9,True
GSE199219,CID4513,DYNLL1,True
GSE199219,CID4513,RSRC2,True
GSE199219,CID4513,VPS37B,True
GSE199219,CID4513,ARL6IP4,True
GSE199219,CID4513,RILPL2,True
GSE199219,CID4513,UBC,True
GSE199219,CID4513,RAN,True
GSE199219,CID4513,MPHOSPH8,True
GSE199219,CID4513,SAP18,True
GSE199219,CID4513,RPL21,True
GSE199219,CID4513,GTF3A,True
GSE199219,CID4513,POLR1D,True
GSE199219,CID4513,POMP,True
GSE199219,CID4513,HMGB1,True
GSE199219,CID4513,ALOX5AP,True
GSE199219,CID4513,HSPH1,True
GSE199219,CID4513,N4BP2L2,True
GSE199219,CID4513,ELF1,True
GSE199219,CID4513,RGCC,True
GSE199219,CID4513,LCP1,True
GSE199219,CID4513,ITM2B,True
GSE199219,CID4513,INTS6,True
GSE199219,CID4513,COMMD6,True
GSE199219,CID4513,MYCBP2,True
GSE199219,CID4513,GPR183,True
GSE199219,CID4513,ARGLU1,True
GSE199219,CID4513,PNP,True
GSE199219,CID4513,HNRNPC,True
GSE199219,CID4513,TRAC,True
GSE199219,CID4513,DAD1,True
GSE199219,CID4513,PSME1,True
GSE199219,CID4513,PSME2,True
GSE199219,CID4513,CHMP4A,True
GSE199219,CID4513,NEDD8,True
GSE199219,CID4513,GZMH,True
GSE199219,CID4513,GZMB,True
GSE199219,CID4513,BAZ1A,True
GSE199219,CID4513,FAM177A1,True
GSE199219,CID4513,NFKBIA,True
GSE199219,CID4513,RALGAPA1,True
GSE199219,CID4513,PNN,True
GSE199219,CID4513,RPS29,True
GSE199219,CID4513,RPL36AL,True
GSE199219,CID4513,ARF6,True
GSE199219,CID4513,GNG2,True
GSE199219,CID4513,LGALS3,True
GSE199219,CID4513,KTN1,True
GSE199219,CID4513,SYNE2,True
GSE199219,CID4513,ZBTB1,True
GSE199219,CID4513,ZFP36L1,True
GSE199219,CID4513,SRSF5,True
GSE199219,CID4513,RBM25,True
GSE199219,CID4513,FOS,True
GSE199219,CID4513,BATF,True
GSE199219,CID4513,AHSA1,True
GSE199219,CID4513,CALM1,True
GSE199219,CID4513,DDX24,True
GSE199219,CID4513,PAPOLA,True
GSE199219,CID4513,BCL11B,True
GSE199219,CID4513,EVL,True
GSE199219,CID4513,PPP2R5C,True
GSE199219,CID4513,HSP90AA1,True
GSE199219,CID4513,EIF5,True
GSE199219,CID4513,CRIP1,True
GSE199219,CID4513,SRP14,True
GSE199219,CID4513,PDIA3,True
GSE199219,CID4513,SERF2,True
GSE199219,CID4513,EID1,True
GSE199219,CID4513,GABPB1-AS1,True
GSE199219,CID4513,RSL24D1,True
GSE199219,CID4513,SLTM,True
GSE199219,CID4513,ANXA2,True
GSE199219,CID4513,RORA,True
GSE199219,CID4513,RPS27L,True
GSE199219,CID4513,PPIB,True
GSE199219,CID4513,RPL4,True
GSE199219,CID4513,PKM,True
GSE199219,CID4513,ARIH1,True
GSE199219,CID4513,COX5A,True
GSE199219,CID4513,MORF4L1,True
GSE199219,CID4513,RPS17,True
GSE199219,CID4513,SEC11A,True
GSE199219,CID4513,AKAP13,True
GSE199219,CID4513,ISG20,True
GSE199219,CID4513,CIB1,True
GSE199219,CID4513,IQGAP1,True
GSE199219,CID4513,CHD2,True
GSE199219,CID4513,UBE2I,True
GSE199219,CID4513,RNPS1,True
GSE199219,CID4513,SRRM2,True
GSE199219,CID4513,ELOB,True
GSE199219,CID4513,IL32,True
GSE199219,CID4513,SOCS1,True
GSE199219,CID4513,LITAF,True
GSE199219,CID4513,RSL1D1,True
GSE199219,CID4513,GSPT1,True
GSE199219,CID4513,RPS15A,True
GSE199219,CID4513,ARL6IP1,True
GSE199219,CID4513,SMG1,True
GSE199219,CID4513,RBBP6,True
GSE199219,CID4513,CD19,False
GSE199219,CID4513,LAT,True
GSE199219,CID4513,ALDOA,True
GSE199219,CID4513,CORO1A,True
GSE199219,CID4513,FUS,True
GSE199219,CID4513,CYLD,True
GSE199219,CID4513,MT2A,True
GSE199219,CID4513,HERPUD1,True
GSE199219,CID4513,CKLF,True
GSE199219,CID4513,FAM96B,True
GSE199219,CID4513,GABARAPL2,True
GSE199219,CID4513,TERF2IP,True
GSE199219,CID4513,MAF,True
GSE199219,CID4513,CMC2,True
GSE199219,CID4513,COTL1,True
GSE199219,CID4513,COX4I1,True
GSE199219,CID4513,MAP1LC3B,True
GSE199219,CID4513,CYBA,True
GSE199219,CID4513,APRT,True
GSE199219,CID4513,ANKRD11,True
GSE199219,CID4513,TCF25,True
GSE199219,CID4513,ITGAE,False
GSE199219,CID4513,PFN1,True
GSE199219,CID4513,EIF5A,True
GSE199219,CID4513,ACAP1,True
GSE199219,CID4513,POLR2A,True
GSE199219,CID4513,EIF4A1,True
GSE199219,CID4513,KDM6B,True
GSE199219,CID4513,VAMP2,True
GSE199219,CID4513,RPL26,True
GSE199219,CID4513,NCOR1,True
GSE199219,CID4513,UBB,True
GSE199219,CID4513,WSB1,True
GSE199219,CID4513,RPL23A,True
GSE199219,CID4513,NUFIP2,True
GSE199219,CID4513,EVI2B,True
GSE199219,CID4513,ZNF207,True
GSE199219,CID4513,SLFN5,True
GSE199219,CID4513,CCL5,True
GSE199219,CID4513,CCL4,True
GSE199219,CID4513,CCL4L2,True
GSE199219,CID4513,PSMB3,True
GSE199219,CID4513,RPL23,True
GSE199219,CID4513,RPL19,True
GSE199219,CID4513,ERBB2,False
GSE199219,CID4513,CCR7,True
GSE199219,CID4513,KRT10,True
GSE199219,CID4513,STAT3,True
GSE199219,CID4513,RPL27,True
GSE199219,CID4513,HEXIM1,True
GSE199219,CID4513,FMNL1,True
GSE199219,CID4513,SKAP1,True
GSE199219,CID4513,LUC7L3,True
GSE199219,CID4513,TOB1,True
GSE199219,CID4513,VMP1,True
GSE199219,CID4513,LIMD2,True
GSE199219,CID4513,DDX5,True
GSE199219,CID4513,BPTF,True
GSE199219,CID4513,KPNA2,True
GSE199219,CID4513,RPL38,True
GSE199219,CID4513,FDXR,False
GSE199219,CID4513,JPT1,True
GSE199219,CID4513,SUMO2,True
GSE199219,CID4513,H3F3B,True
GSE199219,CID4513,UBALD2,True
GSE199219,CID4513,SRSF2,True
GSE199219,CID4513,SEPT9,True
GSE199219,CID4513,SOCS3,True
GSE199219,CID4513,EIF4A3,True
GSE199219,CID4513,RNF213,True
GSE199219,CID4513,ACTG1,True
GSE199219,CID4513,CD7,True
GSE199219,CID4513,METRNL,True
GSE199219,CID4513,SMCHD1,True
GSE199219,CID4513,MYL12A,True
GSE199219,CID4513,MYL12B,True
GSE199219,CID4513,TGIF1,True
GSE199219,CID4513,NDUFV2,True
GSE199219,CID4513,ANKRD12,True
GSE199219,CID4513,VAPA,True
GSE199219,CID4513,CHMP1B,True
GSE199219,CID4513,LDLRAD4,True
GSE199219,CID4513,ROCK1,True
GSE199219,CID4513,RPL17,True
GSE199219,CID4513,PMAIP1,True
GSE199219,CID4513,MBP,True
GSE199219,CID4513,FKBP1A,True
GSE199219,CID4513,SNRPB,True
GSE199219,CID4513,NOP56,True
GSE199219,CID4513,PRNP,True
GSE199219,CID4513,CST7,True
GSE199219,CID4513,DYNLRB1,True
GSE199219,CID4513,RBM39,True
GSE199219,CID4513,TOP1,True
GSE199219,CID4513,YWHAB,True
GSE199219,CID4513,STK4,True
GSE199219,CID4513,ZFAS1,True
GSE199219,CID4513,CEBPB,True
GSE199219,CID4513,GNAS,True
GSE199219,CID4513,ATP5F1E,True
GSE199219,CID4513,PSMA7,True
GSE199219,CID4513,RPS21,True
GSE199219,CID4513,PPDPF,True
GSE199219,CID4513,GZMM,True
GSE199219,CID4513,PTBP1,True
GSE199219,CID4513,GPX4,True
GSE199219,CID4513,MIDN,True
GSE199219,CID4513,CIRBP,True
GSE199219,CID4513,RPS15,True
GSE199219,CID4513,UQCR11,True
GSE199219,CID4513,ABHD17A,True
GSE199219,CID4513,MKNK2,True
GSE199219,CID4513,OAZ1,True
GSE199219,CID4513,LSM7,True
GSE199219,CID4513,GADD45B,True
GSE199219,CID4513,AES,True
GSE199219,CID4513,EEF2,True
GSE199219,CID4513,RPL36,True
