source_cohort,held_out_donor,gene,variance_rank_selected
GSE199219,CID4497,SAT1,True
GSE199219,CID4497,DDX3X,True
GSE199219,CID4497,NDUFB11,True
GSE199219,CID4497,UXT,True
GSE199219,CID4497,RBM3,True
GSE199219,CID4497,PLP2,True
GSE199219,CID4497,TSPYL2,True
GSE199219,CID4497,MSN,True
GSE199219,CID4497,IL2RG,True
GSE199219,CID4497,RPS4X,True
GSE199219,CID4497,XIST,True
GSE199219,CID4497,ATRX,True
GSE199219,CID4497,COX7B,True
GSE199219,CID4497,PGK1,True
GSE199219,CID4497,ITM2A,True
GSE199219,CID4497,SH3BGRL,True
GSE199219,CID4497,RPL36A,True
GSE199219,CID4497,TSC22D3,True
GSE199219,CID4497,SLC25A5,True
GSE199219,CID4497,SEPT6,True
GSE199219,CID4497,RPL39,True
GSE199219,CID4497,NDUFA1,True
GSE199219,CID4497,CD40LG,True
GSE199219,CID4497,RBMX,True
GSE199219,CID4497,IDS,True
GSE199219,CID4497,NSDHL,False
GSE199219,CID4497,SSR4,True
GSE199219,CID4497,FLNA,True
GSE199219,CID4497,RPL10,True
GSE199219,CID4497,G6PD,False
GSE199219,CID4497,PCM1,True
GSE199219,CID4497,DOK2,True
GSE199219,CID4497,DUSP4,True
GSE199219,CID4497,SARAF,True
GSE199219,CID4497,LEPROTL1,True
GSE199219,CID4497,RAB11FIP1,True
GSE199219,CID4497,NSD3,True
GSE199219,CID4497,RPS20,True
GSE199219,CID4497,SDCBP,True
GSE199219,CID4497,RPL7,True
GSE199219,CID4497,FABP5,True
GSE199219,CID4497,GEM,True
GSE199219,CID4497,UQCRB,True
GSE199219,CID4497,MTDH,True
GSE199219,CID4497,RPL30,True
GSE199219,CID4497,COX6C,True
GSE199219,CID4497,RNF19A,True
GSE199219,CID4497,PABPC1,True
GSE199219,CID4497,YWHAZ,True
GSE199219,CID4497,ZNF706,True
GSE199219,CID4497,EIF3E,True
GSE199219,CID4497,ENY2,True
GSE199219,CID4497,EIF3H,True
GSE199219,CID4497,FAM49B,True
GSE199219,CID4497,SLA,True
GSE199219,CID4497,LY6E,True
GSE199219,CID4497,EEF1D,True
GSE199219,CID4497,VPS28,True
GSE199219,CID4497,RPL8,True
GSE199219,CID4497,DOCK8,True
GSE199219,CID4497,VLDLR,False
GSE199219,CID4497,CD274,False
GSE199219,CID4497,PLIN2,True
GSE199219,CID4497,RPS6,True
GSE199219,CID4497,DNAJA1,True
GSE199219,CID4497,ZFAND5,True
GSE199219,CID4497,ANXA1,True
GSE199219,CID4497,TLE4,True
GSE199219,CID4497,HNRNPK,True
GSE199219,CID4497,CKS2,True
GSE199219,CID4497,ANP32B,True
GSE199219,CID4497,SEC61B,True
GSE199219,CID4497,NR4A3,True
GSE199219,CID4497,TXN,True
GSE199219,CID4497,AKNA,True
GSE199219,CID4497,ATP6V1G1,True
GSE199219,CID4497,RPL35,True
GSE199219,CID4497,HSPA5,True
GSE199219,CID4497,RPL12,True
GSE199219,CID4497,C9orf16,True
GSE199219,CID4497,SPTAN1,True
GSE199219,CID4497,SET,True
GSE199219,CID4497,IER5L,True
GSE199219,CID4497,C9orf78,True
GSE199219,CID4497,FNBP1,True
GSE199219,CID4497,RPL7A,True
GSE199219,CID4497,SNHG7,True
GSE199219,CID4497,PHPT1,True
GSE199219,CID4497,EDF1,True
GSE199219,CID4497,DPP7,True
GSE199219,CID4497,TUBB4B,True
GSE199219,CID4497,IFITM2,True
GSE199219,CID4497,RPLP2,True
GSE199219,CID4497,POLR2L,True
GSE199219,CID4497,CTSD,True
GSE199219,CID4497,LSP1,True
GSE199219,CID4497,CD81,True
GSE199219,CID4497,KCNQ1OT1,True
GSE199219,CID4497,EIF3F,True
GSE199219,CID4497,RPL27A,True
GSE199219,CID4497,MTRNR2L8,True
GSE199219,CID4497,EIF4G2,True
GSE199219,CID4497,PSMA1,True
GSE199219,CID4497,C11orf58,True
GSE199219,CID4497,RPS13,True
GSE199219,CID4497,LDHA,True
GSE199219,CID4497,CD44,True
GSE199219,CID4497,CD6,True
GSE199219,CID4497,TMEM258,True
GSE199219,CID4497,FTH1,True
GSE199219,CID4497,AHNAK,True
GSE199219,CID4497,UBXN1,True
GSE199219,CID4497,SLC3A2,True
GSE199219,CID4497,RARRES3,True
GSE199219,CID4497,COX8A,True
GSE199219,CID4497,PPP1R14B,True
GSE199219,CID4497,TRMT112,True
GSE199219,CID4497,SF1,True
GSE199219,CID4497,NEAT1,True
GSE199219,CID4497,CFL1,True
GSE199219,CID4497,CTSW,True
GSE199219,CID4497,CCDC85B,True
GSE199219,CID4497,DRAP1,True
GSE199219,CID4497,TBC1D10C,True
GSE199219,CID4497,CORO1B,True
GSE199219,CID4497,GSTP1,True
GSE199219,CID4497,DHCR7,False
GSE199219,CID4497,UCP2,True
GSE199219,CID4497,SPCS2,True
GSE199219,CID4497,RPS3,True
GSE199219,CID4497,NDUFC2,True
GSE199219,CID4497,CTSC,True
GSE199219,CID4497,CHORDC1,True
GSE199219,CID4497,TAF1D,True
GSE199219,CID4497,BIRC3,True
GSE199219,CID4497,CARD16,True
GSE199219,CID4497,ATM,True
GSE199219,CID4497,NCAM1,False
GSE199219,CID4497,PCSK7,True
GSE199219,CID4497,IL10RA,True
GSE199219,CID4497,CD3E,True
GSE199219,CID4497,CD3D,True
GSE199219,CID4497,CD3G,True
GSE199219,CID4497,ATP5MG,True
GSE199219,CID4497,KMT2A,True
GSE199219,CID4497,DDX6,True
GSE199219,CID4497,RPS25,True
GSE199219,CID4497,H2AFX,True
GSE199219,CID4497,HSPA8,True
GSE199219,CID4497,ETS1,True
GSE199219,CID4497,IDI1,True
GSE199219,CID4497,KLF6,True
GSE199219,CID4497,CELF2,True
GSE199219,CID4497,OPTN,True
GSE199219,CID4497,FAM107B,True
GSE199219,CID4497,VIM,True
GSE199219,CID4497,YME1L1,True
GSE199219,CID4497,KIF5B,True
GSE199219,CID4497,EPC1,True
GSE199219,CID4497,ITGB1,True
GSE199219,CID4497,CREM,True
GSE199219,CID4497,HNRNPF,True
GSE199219,CID4497,ARID5B,True
GSE199219,CID4497,JMJD1C,True
GSE199219,CID4497,HNRNPH3,True
GSE199219,CID4497,DDX21,True
GSE199219,CID4497,SRGN,True
GSE199219,CID4497,PPA1,True
GSE199219,CID4497,SPOCK2,True
GSE199219,CID4497,ANAPC16,True
GSE199219,CID4497,DDIT4,True
GSE199219,CID4497,PGAM1,True
GSE199219,CID4497,NDUFB8,True
GSE199219,CID4497,DUSP5,True
GSE199219,CID4497,PDCD4,True
GSE199219,CID4497,EIF3A,True
GSE199219,CID4497,RGS10,True
GSE199219,CID4497,BUB3,True
GSE199219,CID4497,WNK1,True
GSE199219,CID4497,CCND2,True
GSE199219,CID4497,CD27,True
GSE199219,CID4497,GAPDH,True
GSE199219,CID4497,PTMS,True
GSE199219,CID4497,CD4,False
GSE199219,CID4497,TPI1,True
GSE199219,CID4497,C12orf57,True
GSE199219,CID4497,SLC2A3,True
GSE199219,CID4497,KLRB1,True
GSE199219,CID4497,CLEC2D,True
GSE199219,CID4497,CD69,True
GSE199219,CID4497,CLEC2B,True
GSE199219,CID4497,GABARAPL1,True
GSE199219,CID4497,KLRD1,True
GSE199219,CID4497,CDKN1B,True
GSE199219,CID4497,ATF7IP,True
GSE199219,CID4497,ARHGDIB,True
GSE199219,CID4497,LDHB,True
GSE199219,CID4497,FGFR1OP2,True
GSE199219,CID4497,KIAA1551,True
GSE199219,CID4497,SCAF11,True
GSE199219,CID4497,SLC38A1,True
GSE199219,CID4497,SLC38A2,True
GSE199219,CID4497,TUBA1B,True
GSE199219,CID4497,TUBA1A,True
GSE199219,CID4497,TUBA1C,True
GSE199219,CID4497,TMBIM6,True
GSE199219,CID4497,LIMA1,False
GSE199219,CID4497,DAZAP2,True
GSE199219,CID4497,NR4A1,True
GSE199219,CID4497,EIF4B,True
GSE199219,CID4497,PFDN5,True
GSE199219,CID4497,PCBP2,True
GSE199219,CID4497,ATP5MC2,True
GSE199219,CID4497,HNRNPA1,True
GSE199219,CID4497,BLOC1S1,True
GSE199219,CID4497,CD63,True
GSE199219,CID4497,RPS26,True
GSE199219,CID4497,RPL41,True
GSE199219,CID4497,MYL6,True
GSE199219,CID4497,PTGES3,True
GSE199219,CID4497,NACA,True
GSE199219,CID4497,USP15,True
GSE199219,CID4497,IFNG,True
GSE199219,CID4497,RAP1B,True
GSE199219,CID4497,RAB21,True
GSE199219,CID4497,GLIPR1,True
GSE199219,CID4497,PHLDA1,True
GSE199219,CID4497,NAP1L1,True
GSE199219,CID4497,PPP1R12A,True
GSE199219,CID4497,ATP2B1,True
GSE199219,CID4497,BTG1,True
GSE199219,CID4497,SLC25A3,True
GSE199219,CID4497,HSP90B1,True
GSE199219,CID4497,ISCU,True
GSE199219,CID4497,ARPC3,True
GSE199219,CID4497,ERP29,True
GSE199219,CID4497,RPL6,True
GSE199219,CID4497,PEBP1,True
GSE199219,CID4497,RPLP0,True
GSE199219,CID4497,COX6A1,True
GSE199219,CID4497,SRSF9,True
GSE199219,CID4497,DYNLL1,True
GSE199219,CID4497,OASL,True
GSE199219,CID4497,RSRC2,True
GSE199219,CID4497,VPS37B,True
GSE199219,CID4497,ARL6IP4,True
GSE199219,CID4497,RILPL2,True
GSE199219,CID4497,UBC,True
GSE199219,CID4497,RAN,True
GSE199219,CID4497,MPHOSPH8,True
GSE199219,CID4497,SAP18,True
GSE199219,CID4497,RPL21,True
GSE199219,CID4497,GTF3A,True
GSE199219,CID4497,POLR1D,True
GSE199219,CID4497,POMP,True
GSE199219,CID4497,HMGB1,True
GSE199219,CID4497,ALOX5AP,True
GSE199219,CID4497,HSPH1,True
GSE199219,CID4497,N4BP2L2,True
GSE199219,CID4497,ELF1,True
GSE199219,CID4497,RGCC,True
GSE199219,CID4497,EPSTI1,True
GSE199219,CID4497,TPT1,True
GSE199219,CID4497,LCP1,True
GSE199219,CID4497,ITM2B,True
GSE199219,CID4497,INTS6,True
GSE199219,CID4497,COMMD6,True
GSE199219,CID4497,MYCBP2,True
GSE199219,CID4497,GPR183,True
GSE199219,CID4497,ARGLU1,True
GSE199219,CID4497,PNP,True
GSE199219,CID4497,HNRNPC,True
GSE199219,CID4497,TRAC,True
GSE199219,CID4497,DAD1,True
GSE199219,CID4497,PSME1,True
GSE199219,CID4497,PSME2,True
GSE199219,CID4497,CHMP4A,True
GSE199219,CID4497,NEDD8,True
GSE199219,CID4497,GZMH,True
GSE199219,CID4497,GZMB,True
GSE199219,CID4497,BAZ1A,True
GSE199219,CID4497,FAM177A1,True
GSE199219,CID4497,NFKBIA,True
GSE199219,CID4497,RALGAPA1,True
GSE199219,CID4497,PNN,True
GSE199219,CID4497,RPS29,True
GSE199219,CID4497,RPL36AL,True
GSE199219,CID4497,ARF6,True
GSE199219,CID4497,GNG2,True
GSE199219,CID4497,LGALS3,True
GSE199219,CID4497,KTN1,True
GSE199219,CID4497,SYNE2,True
GSE199219,CID4497,ZFP36L1,True
GSE199219,CID4497,SRSF5,True
GSE199219,CID4497,RBM25,True
GSE199219,CID4497,FOS,True
GSE199219,CID4497,BATF,True
GSE199219,CID4497,AHSA1,True
GSE199219,CID4497,CALM1,True
GSE199219,CID4497,DDX24,True
GSE199219,CID4497,PAPOLA,True
GSE199219,CID4497,BCL11B,True
GSE199219,CID4497,EVL,True
GSE199219,CID4497,PPP2R5C,True
GSE199219,CID4497,HSP90AA1,True
GSE199219,CID4497,EIF5,True
GSE199219,CID4497,CRIP1,True
GSE199219,CID4497,SRP14,True
GSE199219,CID4497,PDIA3,True
GSE199219,CID4497,SERF2,True
GSE199219,CID4497,EID1,True
GSE199219,CID4497,RSL24D1,True
GSE199219,CID4497,SLTM,True
GSE199219,CID4497,ANXA2,True
GSE199219,CID4497,RORA,True
GSE199219,CID4497,RPS27L,True
GSE199219,CID4497,PPIB,True
GSE199219,CID4497,RPL4,True
GSE199219,CID4497,PKM,True
GSE199219,CID4497,ARIH1,True
GSE199219,CID4497,COX5A,True
GSE199219,CID4497,MORF4L1,True
GSE199219,CID4497,RPS17,True
GSE199219,CID4497,SEC11A,True
GSE199219,CID4497,AKAP13,True
GSE199219,CID4497,ISG20,True
GSE199219,CID4497,CIB1,True
GSE199219,CID4497,IQGAP1,True
GSE199219,CID4497,CHD2,True
GSE199219,CID4497,UBE2I,True
GSE199219,CID4497,SRRM2,True
GSE199219,CID4497,ELOB,True
GSE199219,CID4497,IL32,True
GSE199219,CID4497,SOCS1,True
GSE199219,CID4497,LITAF,True
GSE199219,CID4497,GSPT1,True
GSE199219,CID4497,RPS15A,True
GSE199219,CID4497,ARL6IP1,True
GSE199219,CID4497,SMG1,True
GSE199219,CID4497,RBBP6,True
GSE199219,CID4497,CD19,False
GSE199219,CID4497,LAT,True
GSE199219,CID4497,ALDOA,True
GSE199219,CID4497,CORO1A,True
GSE199219,CID4497,FUS,True
GSE199219,CID4497,CYLD,True
GSE199219,CID4497,MT2A,True
GSE199219,CID4497,HERPUD1,True
GSE199219,CID4497,CKLF,True
GSE199219,CID4497,FAM96B,True
GSE199219,CID4497,TERF2IP,True
GSE199219,CID4497,MAF,True
GSE199219,CID4497,CMC2,True
GSE199219,CID4497,COTL1,True
GSE199219,CID4497,COX4I1,True
GSE199219,CID4497,MAP1LC3B,True
GSE199219,CID4497,CYBA,True
GSE199219,CID4497,APRT,True
GSE199219,CID4497,ANKRD11,True
GSE199219,CID4497,TCF25,True
GSE199219,CID4497,ITGAE,False
GSE199219,CID4497,PFN1,True
GSE199219,CID4497,XAF1,True
GSE199219,CID4497,EIF5A,True
GSE199219,CID4497,ACAP1,True
GSE199219,CID4497,POLR2A,True
GSE199219,CID4497,EIF4A1,True
GSE199219,CID4497,KDM6B,True
GSE199219,CID4497,TRAPPC1,True
GSE199219,CID4497,VAMP2,True
GSE199219,CID4497,RPL26,True
GSE199219,CID4497,NCOR1,True
GSE199219,CID4497,UBB,True
GSE199219,CID4497,WSB1,True
GSE199219,CID4497,RPL23A,True
GSE199219,CID4497,NUFIP2,True
GSE199219,CID4497,EVI2B,True
GSE199219,CID4497,ZNF207,True
GSE199219,CID4497,SLFN5,True
GSE199219,CID4497,CCL5,True
GSE199219,CID4497,CCL3,True
GSE199219,CID4497,CCL4,True
GSE199219,CID4497,CCL4L2,True
GSE199219,CID4497,PSMB3,True
GSE199219,CID4497,RPL23,True
GSE199219,CID4497,RPL19,True
GSE199219,CID4497,ERBB2,False
GSE199219,CID4497,CCR7,True
GSE199219,CID4497,KRT10,True
GSE199219,CID4497,STAT3,True
GSE199219,CID4497,RPL27,True
GSE199219,CID4497,HEXIM1,True
GSE199219,CID4497,FMNL1,True
GSE199219,CID4497,SKAP1,True
GSE199219,CID4497,LUC7L3,True
GSE199219,CID4497,TOB1,True
GSE199219,CID4497,VMP1,True
GSE199219,CID4497,LIMD2,True
GSE199219,CID4497,DDX5,True
GSE199219,CID4497,BPTF,True
GSE199219,CID4497,KPNA2,True
GSE199219,CID4497,RPL38,True
GSE199219,CID4497,FDXR,False
GSE199219,CID4497,JPT1,True
GSE199219,CID4497,SUMO2,True
GSE199219,CID4497,H3F3B,True
GSE199219,CID4497,UBALD2,True
GSE199219,CID4497,SRSF2,True
GSE199219,CID4497,SEPT9,True
GSE199219,CID4497,SOCS3,True
GSE199219,CID4497,EIF4A3,True
GSE199219,CID4497,RNF213,True
GSE199219,CID4497,ACTG1,True
GSE199219,CID4497,CD7,True
GSE199219,CID4497,METRNL,True
GSE199219,CID4497,SMCHD1,True
GSE199219,CID4497,MYL12A,True
GSE199219,CID4497,MYL12B,True
GSE199219,CID4497,NDUFV2,True
GSE199219,CID4497,ANKRD12,True
GSE199219,CID4497,VAPA,True
GSE199219,CID4497,CHMP1B,True
GSE199219,CID4497,LDLRAD4,True
GSE199219,CID4497,ROCK1,True
GSE199219,CID4497,RPL17,True
GSE199219,CID4497,PMAIP1,True
GSE199219,CID4497,MBP,True
GSE199219,CID4497,FKBP1A,True
GSE199219,CID4497,SNRPB,True
GSE199219,CID4497,NOP56,True
GSE199219,CID4497,PRNP,True
GSE199219,CID4497,CST7,True
GSE199219,CID4497,DYNLRB1,True
GSE199219,CID4497,RBM39,True
GSE199219,CID4497,TOP1,True
GSE199219,CID4497,YWHAB,True
GSE199219,CID4497,STK4,True
GSE199219,CID4497,ZFAS1,True
GSE199219,CID4497,CEBPB,True
GSE199219,CID4497,GNAS,True
GSE199219,CID4497,ATP5F1E,True
GSE199219,CID4497,PSMA7,True
GSE199219,CID4497,RPS21,True
GSE199219,CID4497,PPDPF,True
GSE199219,CID4497,GZMM,True
GSE199219,CID4497,PTBP1,True
GSE199219,CID4497,GPX4,True
GSE199219,CID4497,ATP5F1D,True
GSE199219,CID4497,MIDN,True
GSE199219,CID4497,CIRBP,True
GSE199219,CID4497,UQCR11,True
GSE199219,CID4497,ABHD17A,True
GSE199219,CID4497,MKNK2,True
GSE199219,CID4497,OAZ1,True
GSE199219,CID4497,LSM7,True
GSE199219,CID4497,GADD45B,True
GSE199219,CID4497,AES,True
GSE199219,CID4497,EEF2,True
GSE199219,CID4497,RPL36,True
GSE199219,CID4497,NDUFA11,True
GSE199219,CID4497,TNFSF9,True
GSE199219,CID4497,RPS28,True
GSE199219,CID4497,HNRNPM,True
GSE199219,CID4497,UBL5,True
GSE199219,CID4497,EIF3G,True
GSE199219,CID4497,ICAM3,True
GSE199219,CID4497,CDC37,True
GSE199219,CID4497,WDR83OS,True
GSE199219,CID4497,TRIR,True
GSE199219,CID4497,JUNB,True
GSE199219,CID4497,PRDX2,True
GSE199219,CID4497,CALR,True
GSE199219,CID4497,IER2,True
GSE199219,CID4497,C19orf53,True
GSE199219,CID4497,AC020916.1,True
GSE199219,CID4497,ADGRE5,True
GSE199219,CID4497,DNAJB1,True
GSE199219,CID4497,TPM4,True
GSE199219,CID4497,KLF2,True
GSE199219,CID4497,BST2,True
GSE199219,CID4497,RPL18A,True
GSE199219,CID4497,JUND,True
GSE199219,CID4497,FKBP8,True
GSE199219,CID4497,UBA52,True
GSE199219,CID4497,COPE,True
GSE199219,CID4497,NDUFA13,True
GSE199219,CID4497,FXYD5,True
GSE199219,CID4497,COX6B1,True
GSE199219,CID4497,NFKBID,True
GSE199219,CID4497,HCST,True
GSE199219,CID4497,PSMD8,True
GSE199219,CID4497,EIF3K,True
GSE199219,CID4497,ACTN4,True
GSE199219,CID4497,GMFG,True
GSE199219,CID4497,ZFP36,True
GSE199219,CID4497,RPS16,True
GSE199219,CID4497,SERTAD1,True
GSE199219,CID4497,HNRNPUL1,True
GSE199219,CID4497,TGFB1,True
GSE199219,CID4497,RPS19,True
GSE199219,CID4497,ARHGEF1,True
GSE199219,CID4497,RABAC1,True
GSE199219,CID4497,DEDD2,True
GSE199219,CID4497,FOSB,True
GSE199219,CID4497,SNRPD2,True
GSE199219,CID4497,CALM3,True
GSE199219,CID4497,NOP53,True
GSE199219,CID4497,EMP3,True
GSE199219,CID4497,RPL18,True
GSE199219,CID4497,PPP1R15A,True
GSE199219,CID4497,BAX,True
GSE199219,CID4497,FTL,True
GSE199219,CID4497,CD37,True
GSE199219,CID4497,RPL13A,True
GSE199219,CID4497,RPS11,True
GSE199219,CID4497,NKG7,True
GSE199219,CID4497,ZNF331,True
GSE199219,CID4497,MYADM,True
GSE199219,CID4497,RPS9,True
GSE199219,CID4497,UBE2S,True
GSE199219,CID4497,RPS5,True
GSE199219,CID4497,RANBP1,True
GSE199219,CID4497,MIF,True
GSE199219,CID4497,XBP1,True
GSE199219,CID4497,UQCR10,True
GSE199219,CID4497,PIK3IP1,True
GSE199219,CID4497,MYH9,True
GSE199219,CID4497,RAC2,True
GSE199219,CID4497,LGALS1,True
GSE199219,CID4497,DDX17,True
GSE199219,CID4497,APOBEC3G,True
GSE199219,CID4497,RPL3,True
GSE199219,CID4497,ATF4,True
GSE199219,CID4497,TNRC6B,True
GSE199219,CID4497,ST13,True
GSE199219,CID4497,RBX1,True
GSE199219,CID4497,SNU13,True
GSE199219,CID4497,SMDT1,True
GSE199219,CID4497,TSPO,True
GSE199219,CID4497,PIM3,True
GSE199219,CID4497,TYMP,True
GSE199219,CID4497,SAMSN1,True
GSE199219,CID4497,BTG3,True
GSE199219,CID4497,SOD1,True
GSE199219,CID4497,SON,True
GSE199219,CID4497,MRPS6,True
GSE199219,CID4497,SLC5A3,True
GSE199219,CID4497,HMGN1,True
GSE199219,CID4497,ABCG1,False
GSE199219,CID4497,CSTB,True
GSE199219,CID4497,ITGB2,True
GSE199219,CID4497,MT-ND2,True
GSE199219,CID4497,MT-ATP8,True
GSE199219,CID4497,MT-ND3,True
GSE199219,CID4497,MT-ND4L,True
GSE199219,CID4497,MT-ND5,True
GSE199219,CID4497,mm10---mt-Atp6,True
GSE199219,CID4497,mm10---mt-Co3,True
GSE199219,CID4497,mm10---mt-Co2,True
GSE199219,CID4497,mm10---mt-Cytb,True
GSE199219,CID4497,mm10---mt-Co1,True
GSE199219,CID4497,mm10---mt-Nd1,True
GSE199219,CID4497,mm10---Gm42418,True
GSE199219,CID4497,mm10---mt-Nd2,True
GSE199219,CID4497,mm10---mt-Nd4,True
GSE199219,CID4497,FAM46C,True
GSE199219,CID4497,LINC00152,True
GSE199219,CID4497,SELK,True
GSE199219,CID4497,FYB,True
GSE199219,CID4497,GNB2L1,True
GSE199219,CID4497,RP11-138A9.1,True
GSE199219,CID4497,LINC-PINT,True
GSE199219,CID4497,WHSC1L1,True
GSE199219,CID4497,ATP5L,True
GSE199219,CID4497,ATP5G2,True
GSE199219,CID4497,CCDC64,True
GSE199219,CID4497,TCEB2,True
GSE199219,CID4497,HN1,True
GSE199219,CID4497,ATP5E,True
GSE199219,CID4497,C19orf43,True
GSE199219,CID4497,CTD-3252C9.4,True
GSE199219,CID4497,GLTSCR2,True
GSE199219,CID4513,ISG15,True
GSE199219,CID4513,TNFRSF18,True
GSE199219,CID4513,TNFRSF4,True
GSE199219,CID4513,RPL22,True
GSE199219,CID4513,TNFRSF9,True
GSE199219,CID4513,PARK7,True
GSE199219,CID4513,ENO1,True
GSE199219,CID4513,TNFRSF1B,True
GSE199219,CID4513,PRDM2,True
GSE199219,CID4513,CAPZB,True
GSE199219,CID4513,MINOS1,True
GSE199219,CID4513,HP1BP3,True
GSE199219,CID4513,CDC42,True
GSE199219,CID4513,ID3,True
GSE199219,CID4513,RPL11,True
GSE199219,CID4513,PITHD1,True
GSE199219,CID4513,SRSF10,True
GSE199219,CID4513,RCAN3,True
GSE199219,CID4513,SRRM1,True
GSE199219,CID4513,RUNX3,True
GSE199219,CID4513,SYF2,True
GSE199219,CID4513,RSRP1,True
GSE199219,CID4513,TMEM50A,True
GSE199219,CID4513,STMN1,True
GSE199219,CID4513,SH3BGRL3,True
GSE199219,CID4513,CD52,True
GSE199219,CID4513,HMGN2,True
GSE199219,CID4513,NUDC,True
GSE199219,CID4513,IFI6,True
GSE199219,CID4513,SNHG12,True
GSE199219,CID4513,LAPTM5,True
GSE199219,CID4513,PTP4A2,True
GSE199219,CID4513,LCK,True
GSE199219,CID4513,MARCKSL1,True
GSE199219,CID4513,SFPQ,True
GSE199219,CID4513,NDUFS5,True
GSE199219,CID4513,MACF1,True
GSE199219,CID4513,CAP1,True
GSE199219,CID4513,SMAP2,True
GSE199219,CID4513,YBX1,True
GSE199219,CID4513,RPS8,True
GSE199219,CID4513,PLK3,True
GSE199219,CID4513,PRDX1,True
GSE199219,CID4513,NASP,True
GSE199219,CID4513,UQCRH,True
GSE199219,CID4513,TMEM59,True
GSE199219,CID4513,DHCR24,False
GSE199219,CID4513,JUN,True
GSE199219,CID4513,JAK1,True
GSE199219,CID4513,PDE4B,True
GSE199219,CID4513,SERBP1,True
GSE199219,CID4513,GADD45A,True
GSE199219,CID4513,SRSF11,True
GSE199219,CID4513,GNG5,True
GSE199219,CID4513,ODF2L,True
GSE199219,CID4513,GTF2B,True
GSE199219,CID4513,GBP2,True
GSE199219,CID4513,GBP5,True
GSE199219,CID4513,RPL5,True
GSE199219,CID4513,DNTTIP2,True
GSE199219,CID4513,PRPF38B,True
GSE199219,CID4513,CD53,True
GSE199219,CID4513,RAP1A,True
GSE199219,CID4513,CAPZA1,True
GSE199219,CID4513,PTPN22,True
GSE199219,CID4513,BCAS2,True
GSE199219,CID4513,CSDE1,True
GSE199219,CID4513,ATP1A1,True
GSE199219,CID4513,CD2,True
GSE199219,CID4513,HMGCS2,False
GSE199219,CID4513,RBM8A,True
GSE199219,CID4513,TXNIP,True
GSE199219,CID4513,MCL1,True
GSE199219,CID4513,ENSA,True
GSE199219,CID4513,S100A10,True
GSE199219,CID4513,S100A11,True
GSE199219,CID4513,S100A6,True
GSE199219,CID4513,S100A4,True
GSE199219,CID4513,JTB,True
GSE199219,CID4513,RPS27,True
GSE199219,CID4513,TPM3,True
GSE199219,CID4513,PBXIP1,True
GSE199219,CID4513,FDPS,False
GSE199219,CID4513,ASH1L,True
GSE199219,CID4513,SSR2,True
GSE199219,CID4513,LMNA,True
GSE199219,CID4513,CCT3,True
GSE199219,CID4513,IFI16,True
GSE199219,CID4513,TAGLN2,True
GSE199219,CID4513,CD48,True
GSE199219,CID4513,UFC1,True
GSE199219,CID4513,HSPA6,True
GSE199219,CID4513,HSD17B7,False
GSE199219,CID4513,CD247,True
GSE199219,CID4513,XCL2,True
GSE199219,CID4513,PRRC2C,True
GSE199219,CID4513,CACYBP,True
GSE199219,CID4513,IER5,True
GSE199219,CID4513,ARPC5,True
GSE199219,CID4513,FAM129A,True
GSE199219,CID4513,IVNS1ABP,True
GSE199219,CID4513,TPR,True
GSE199219,CID4513,RGS1,True
GSE199219,CID4513,RGS2,True
GSE199219,CID4513,PTPRC,True
GSE199219,CID4513,PTPN7,True
GSE199219,CID4513,BTG2,True
GSE199219,CID4513,NUCKS1,True
GSE199219,CID4513,CD55,True
GSE199219,CID4513,TRAF3IP3,True
GSE199219,CID4513,ATF3,True
GSE199219,CID4513,H3F3A,True
GSE199219,CID4513,ARF1,True
GSE199219,CID4513,GUK1,True
GSE199219,CID4513,TOMM20,True
GSE199219,CID4513,ARID4B,True
GSE199219,CID4513,LYST,True
GSE199219,CID4513,HNRNPU,True
GSE199219,CID4513,RPS7,True
GSE199219,CID4513,ID2,True
GSE199219,CID4513,YWHAQ,True
GSE199219,CID4513,ODC1,True
GSE199219,CID4513,OST4,True
GSE199219,CID4513,FOSL2,True
GSE199219,CID4513,PPP1CB,True
GSE199219,CID4513,YPEL5,True
GSE199219,CID4513,LBH,True
GSE199219,CID4513,SRSF7,True
GSE199219,CID4513,EML4,True
GSE199219,CID4513,ZFP36L2,True
GSE199219,CID4513,CALM2,True
GSE199219,CID4513,EPCAM,False
GSE199219,CID4513,RTN4,True
GSE199219,CID4513,RPS27A,True
GSE199219,CID4513,REL,True
GSE199219,CID4513,CCT4,True
GSE199219,CID4513,UGP2,True
GSE199219,CID4513,ACTR2,True
GSE199219,CID4513,AAK1,True
GSE199219,CID4513,PCBP1,True
GSE199219,CID4513,SNRPG,True
GSE199219,CID4513,TMSB10,True
GSE199219,CID4513,MAT2A,True
GSE199219,CID4513,VAMP8,True
GSE199219,CID4513,GNLY,True
GSE199219,CID4513,CD8A,True
GSE199219,CID4513,CD8B,True
GSE199219,CID4513,IGKC,True
GSE199219,CID4513,DUSP2,True
GSE199219,CID4513,ARID5A,True
GSE199219,CID4513,COX5B,True
GSE199219,CID4513,RPL31,True
GSE199219,CID4513,GCC2,True
GSE199219,CID4513,LIMS1,True
GSE199219,CID4513,SLC20A1,True
GSE199219,CID4513,ACTR3,True
GSE199219,CID4513,DDX18,True
GSE199219,CID4513,DBI,True
GSE199219,CID4513,GYPC,True
GSE199219,CID4513,MZT2B,True
