source_cohort,held_out_donor,training_donors,n_training_cells,n_test_cells,target,model,scaler,seed,top_variable_genes,locked_genes,selected_features_ref,scaler_scale_ref,fold_seed,prediction_file,spearman,pearson,rmse,calibration_slope
GSE267552,BC07,BC08;BC09;BC10;BC12,2934,831,TIGIT,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC07,GSE267552::BC07,20260819,B2_oof_predictions_GSE267552.npy,0.3364630997937094,0.3539911515301104,1.1193505429185386,0.4470401567990008
GSE267552,BC07,BC08;BC09;BC10;BC12,2934,831,CD103,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC07,GSE267552::BC07,20260819,B2_oof_predictions_GSE267552.npy,0.5494689581413426,0.5885722868839922,0.7954750163240669,0.6853022423107701
GSE267552,BC08,BC07;BC09;BC10;BC12,2387,1378,CD8A,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC08,GSE267552::BC08,20260820,B2_oof_predictions_GSE267552.npy,0.28814091726445606,0.4222706509036769,1.12095270685688,0.3865897809222464
GSE267552,BC08,BC07;BC09;BC10;BC12,2387,1378,CD4,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC08,GSE267552::BC08,20260820,B2_oof_predictions_GSE267552.npy,0.046779141437486696,0.04362607056659103,1.28632601933872,0.042953782545619164
GSE267552,BC08,BC07;BC09;BC10;BC12,2387,1378,CD14,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC08,GSE267552::BC08,20260820,B2_oof_predictions_GSE267552.npy,0.01873169568557128,0.014792283084133055,1.4049563499045843,0.01754917451797972
GSE267552,BC08,BC07;BC09;BC10;BC12,2387,1378,CD19,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC08,GSE267552::BC08,20260820,B2_oof_predictions_GSE267552.npy,0.02865623182741893,0.1030431795661122,1.3465226176663574,0.11893679118499637
GSE267552,BC08,BC07;BC09;BC10;BC12,2387,1378,CD56,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC08,GSE267552::BC08,20260820,B2_oof_predictions_GSE267552.npy,0.048529641738073837,0.08383880158532575,1.106500965117274,0.07101682174982361
GSE267552,BC08,BC07;BC09;BC10;BC12,2387,1378,HLA-DR,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC08,GSE267552::BC08,20260820,B2_oof_predictions_GSE267552.npy,0.12725967656805737,0.1433864453154802,1.2175828958369252,0.14776121563266187
GSE267552,BC08,BC07;BC09;BC10;BC12,2387,1378,PD-1,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC08,GSE267552::BC08,20260820,B2_oof_predictions_GSE267552.npy,0.4633328849641703,0.4770943603380194,0.9226776230071057,0.5421566645716537
GSE267552,BC08,BC07;BC09;BC10;BC12,2387,1378,PD-L1,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC08,GSE267552::BC08,20260820,B2_oof_predictions_GSE267552.npy,-0.04388686611598618,-0.04373593058581591,1.4235301567233705,-0.05024744967167638
GSE267552,BC08,BC07;BC09;BC10;BC12,2387,1378,CTLA4,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC08,GSE267552::BC08,20260820,B2_oof_predictions_GSE267552.npy,-0.01623979020216703,-0.013619621471870957,1.3504914348800203,-0.014340496507498043
GSE267552,BC08,BC07;BC09;BC10;BC12,2387,1378,TIGIT,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC08,GSE267552::BC08,20260820,B2_oof_predictions_GSE267552.npy,0.26184657724910393,0.2767140044843735,1.1103567680841409,0.28925095821528446
GSE267552,BC08,BC07;BC09;BC10;BC12,2387,1378,CD103,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC08,GSE267552::BC08,20260820,B2_oof_predictions_GSE267552.npy,0.29141192621464357,0.378426625934779,0.8252108247265708,0.3830650730187578
GSE267552,BC09,BC07;BC08;BC10;BC12,3705,60,CD8A,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC09,GSE267552::BC09,20260821,B2_oof_predictions_GSE267552.npy,0.5706902309579746,0.543900411384638,0.8567360554685239,0.6093279884917483
GSE267552,BC09,BC07;BC08;BC10;BC12,3705,60,CD4,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC09,GSE267552::BC09,20260821,B2_oof_predictions_GSE267552.npy,0.19502910573020968,0.19325132278262602,0.9146179947374182,0.250636544711663
GSE267552,BC09,BC07;BC08;BC10;BC12,3705,60,CD14,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC09,GSE267552::BC09,20260821,B2_oof_predictions_GSE267552.npy,0.065035419493835,0.1052589180857527,1.2986093477543066,0.21608168672240266
GSE267552,BC09,BC07;BC08;BC10;BC12,3705,60,CD19,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC09,GSE267552::BC09,20260821,B2_oof_predictions_GSE267552.npy,0.20812724514812286,0.2313894582973724,0.9156469424566475,0.3227569424100821
GSE267552,BC09,BC07;BC08;BC10;BC12,3705,60,CD56,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC09,GSE267552::BC09,20260821,B2_oof_predictions_GSE267552.npy,0.10266946602179476,0.26971950222731467,1.5545752934585333,0.6490228159349335
GSE267552,BC09,BC07;BC08;BC10;BC12,3705,60,HLA-DR,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC09,GSE267552::BC09,20260821,B2_oof_predictions_GSE267552.npy,0.018702237223747097,-0.03418377247580707,0.9678357495166309,-0.04031157330105923
GSE267552,BC09,BC07;BC08;BC10;BC12,3705,60,PD-1,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC09,GSE267552::BC09,20260821,B2_oof_predictions_GSE267552.npy,0.3518755209780495,0.36437275258845603,0.8027605302866685,0.34582749821905623
GSE267552,BC09,BC07;BC08;BC10;BC12,3705,60,PD-L1,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC09,GSE267552::BC09,20260821,B2_oof_predictions_GSE267552.npy,-0.006557377049180329,-0.002887142400812715,1.2146718170121895,-0.00521347322672057
GSE267552,BC09,BC07;BC08;BC10;BC12,3705,60,CTLA4,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC09,GSE267552::BC09,20260821,B2_oof_predictions_GSE267552.npy,0.05857182550708532,0.1175427045064255,1.1498158514016203,0.20434313846027624
GSE267552,BC09,BC07;BC08;BC10;BC12,3705,60,TIGIT,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC09,GSE267552::BC09,20260821,B2_oof_predictions_GSE267552.npy,0.367940649391571,0.43956625838967583,0.9555453527333372,0.644758339409371
GSE267552,BC09,BC07;BC08;BC10;BC12,3705,60,CD103,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC09,GSE267552::BC09,20260821,B2_oof_predictions_GSE267552.npy,0.44409644229928746,0.6130203679366396,0.7694471445168527,0.6272959389743143
GSE267552,BC10,BC07;BC08;BC09;BC12,2767,998,CD8A,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC10,GSE267552::BC10,20260822,B2_oof_predictions_GSE267552.npy,0.2788083187915186,0.36804219029465524,0.8591543026035066,0.3793388755553334
GSE267552,BC10,BC07;BC08;BC09;BC12,2767,998,CD4,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC10,GSE267552::BC10,20260822,B2_oof_predictions_GSE267552.npy,0.02932558536975415,0.044703237994639496,1.2929532850939889,0.06399665101607438
GSE267552,BC10,BC07;BC08;BC09;BC12,2767,998,CD14,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC10,GSE267552::BC10,20260822,B2_oof_predictions_GSE267552.npy,0.008562422593070124,-0.008302776172156943,1.3103657996663196,-0.01140619603857819
GSE267552,BC10,BC07;BC08;BC09;BC12,2767,998,CD19,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC10,GSE267552::BC10,20260822,B2_oof_predictions_GSE267552.npy,0.08051614007439883,0.0656394801914554,1.2280028510507497,0.09559176473153207
GSE267552,BC10,BC07;BC08;BC09;BC12,2767,998,CD56,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC10,GSE267552::BC10,20260822,B2_oof_predictions_GSE267552.npy,0.08949067103469041,0.16132869961917182,0.9963874627311009,0.1914949487409143
GSE267552,BC10,BC07;BC08;BC09;BC12,2767,998,HLA-DR,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC10,GSE267552::BC10,20260822,B2_oof_predictions_GSE267552.npy,0.15861279284799126,0.17763305667095838,1.157003655992078,0.21143849684425084
GSE267552,BC10,BC07;BC08;BC09;BC12,2767,998,PD-1,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC10,GSE267552::BC10,20260822,B2_oof_predictions_GSE267552.npy,0.6654217649427727,0.7026410591770944,0.9430487671104008,0.8239797051642319
GSE267552,BC10,BC07;BC08;BC09;BC12,2767,998,PD-L1,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC10,GSE267552::BC10,20260822,B2_oof_predictions_GSE267552.npy,-0.008689919708729496,-0.014410713209270468,1.2897122348049452,-0.02103195778746647
GSE267552,BC10,BC07;BC08;BC09;BC12,2767,998,CTLA4,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC10,GSE267552::BC10,20260822,B2_oof_predictions_GSE267552.npy,0.038429639022956576,0.04630718268379512,1.2928446417772705,0.06881987782683965
GSE267552,BC10,BC07;BC08;BC09;BC12,2767,998,TIGIT,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC10,GSE267552::BC10,20260822,B2_oof_predictions_GSE267552.npy,0.32757894933567616,0.3287811142609275,1.1130964727550916,0.42745676409807926
GSE267552,BC10,BC07;BC08;BC09;BC12,2767,998,CD103,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC10,GSE267552::BC10,20260822,B2_oof_predictions_GSE267552.npy,0.5376542397679749,0.6004840949990423,1.030510456988921,0.788094082634191
GSE267552,BC12,BC07;BC08;BC09;BC10,3267,498,CD8A,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC12,GSE267552::BC12,20260823,B2_oof_predictions_GSE267552.npy,0.29267214423234966,0.33793876481998936,0.8616377948196069,0.40711359373367606
GSE267552,BC12,BC07;BC08;BC09;BC10,3267,498,CD4,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC12,GSE267552::BC12,20260823,B2_oof_predictions_GSE267552.npy,0.027139209158869124,0.01852698465874713,1.1070725916683906,0.027586189315445868
GSE267552,BC12,BC07;BC08;BC09;BC10,3267,498,CD14,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC12,GSE267552::BC12,20260823,B2_oof_predictions_GSE267552.npy,-0.01735160484524834,-0.010507386589727379,1.0310026687489497,-0.013338052068818178
GSE267552,BC12,BC07;BC08;BC09;BC10,3267,498,CD19,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC12,GSE267552::BC12,20260823,B2_oof_predictions_GSE267552.npy,0.032722640294437326,0.3565637736462993,1.1215145183058164,0.3427054146398666
GSE267552,BC12,BC07;BC08;BC09;BC10,3267,498,CD56,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC12,GSE267552::BC12,20260823,B2_oof_predictions_GSE267552.npy,0.0389349949050349,0.1259997069509527,1.7140209043198682,0.3294667363898732
GSE267552,BC12,BC07;BC08;BC09;BC10,3267,498,HLA-DR,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC12,GSE267552::BC12,20260823,B2_oof_predictions_GSE267552.npy,0.08728544300655926,0.07534143400643922,1.1320715706933135,0.10041363210880021
GSE267552,BC12,BC07;BC08;BC09;BC10,3267,498,PD-1,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC12,GSE267552::BC12,20260823,B2_oof_predictions_GSE267552.npy,0.301367759397003,0.3262143928251584,0.8123261453985823,0.4282560538745816
GSE267552,BC12,BC07;BC08;BC09;BC10,3267,498,PD-L1,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC12,GSE267552::BC12,20260823,B2_oof_predictions_GSE267552.npy,0.0261145791619602,0.007274272311153993,1.049684165464413,0.008987951274917489
GSE267552,BC12,BC07;BC08;BC09;BC10,3267,498,CTLA4,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC12,GSE267552::BC12,20260823,B2_oof_predictions_GSE267552.npy,-0.004123589838035869,-0.013477019482149816,1.038892071102543,-0.018927604005429206
GSE267552,BC12,BC07;BC08;BC09;BC10,3267,498,TIGIT,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC12,GSE267552::BC12,20260823,B2_oof_predictions_GSE267552.npy,0.35971976339092493,0.39313202980433026,0.8702369695901806,0.49237358676039666
GSE267552,BC12,BC07;BC08;BC09;BC10,3267,498,CD103,"Ridge(alpha=10, solver=lsqr, fit_intercept=True)",StandardScaler(with_mean=False),20260819,1000,26,GSE267552::BC12,GSE267552::BC12,20260823,B2_oof_predictions_GSE267552.npy,0.614788931355051,0.6320594454057133,0.9068893865512541,0.95041740240142
