source_cohort,held_out_donor,gene,scaler_scale
GSE199219,CID4513,TMEM50A,0.7527058547250358
GSE199219,CID4513,STMN1,0.6884954897260538
GSE199219,CID4513,SH3BGRL3,0.9279005326698362
GSE199219,CID4513,CD52,0.9924575698470198
GSE199219,CID4513,HMGN2,0.8397485788675801
GSE199219,CID4513,NUDC,0.7132010910153281
GSE199219,CID4513,IFI6,0.8849392425893989
GSE199219,CID4513,SNHG12,0.8199233005118387
GSE199219,CID4513,LAPTM5,0.8832201985871866
GSE199219,CID4513,PTP4A2,0.7766066719106274
GSE199219,CID4513,LCK,0.8123680208301846
GSE199219,CID4513,MARCKSL1,0.8170933206335507
GSE199219,CID4513,SFPQ,0.9065831559743172
GSE199219,CID4513,NDUFS5,0.8403488226107211
GSE199219,CID4513,MACF1,0.7442231619815757
GSE199219,CID4513,CAP1,0.7409711770798015
GSE199219,CID4513,SMAP2,0.8103835626860605
GSE199219,CID4513,YBX1,0.8781327639214156
GSE199219,CID4513,RPS8,0.7586402310882366
GSE199219,CID4513,PLK3,0.8061971580850738
GSE199219,CID4513,PRDX1,0.9288755006620054
GSE199219,CID4513,NASP,0.8673119765917358
GSE199219,CID4513,UQCRH,0.8119842762072215
GSE199219,CID4513,TMEM59,0.7826178746998433
GSE199219,CID4513,DHCR24,0.08990366009476702
GSE199219,CID4513,JUN,1.4027040457659758
GSE199219,CID4513,JAK1,0.8147308579568477
GSE199219,CID4513,PDE4B,0.8364352120216848
GSE199219,CID4513,SERBP1,0.8081164682504094
GSE199219,CID4513,GADD45A,0.8959454618645598
GSE199219,CID4513,SRSF11,0.8125060829728236
GSE199219,CID4513,GNG5,0.7353181998344184
GSE199219,CID4513,ODF2L,0.7521934139310749
GSE199219,CID4513,GTF2B,0.8641607805915691
GSE199219,CID4513,GBP2,0.773866071296654
GSE199219,CID4513,GBP5,0.7136841523462393
GSE199219,CID4513,RPL5,0.8290508019600565
GSE199219,CID4513,DNTTIP2,0.7101303789582731
GSE199219,CID4513,PRPF38B,0.8705886701705194
GSE199219,CID4513,CD53,0.8628060632645533
GSE199219,CID4513,RAP1A,0.7444159049162475
GSE199219,CID4513,CAPZA1,0.7033391497260062
GSE199219,CID4513,PTPN22,0.8115191599366619
GSE199219,CID4513,BCAS2,0.8173629732514315
GSE199219,CID4513,CSDE1,0.7479329120467093
GSE199219,CID4513,ATP1A1,0.8113876123046948
GSE199219,CID4513,CD2,0.9763829269546044
GSE199219,CID4513,HMGCS2,1.0
GSE199219,CID4513,RBM8A,0.8458195744308584
GSE199219,CID4513,TXNIP,1.3009631062241553
GSE199219,CID4513,MCL1,1.0282288082282103
GSE199219,CID4513,ENSA,0.6919265497065591
GSE199219,CID4513,S100A10,1.0250249679475492
GSE199219,CID4513,S100A11,1.0123070933026208
GSE199219,CID4513,S100A6,0.9741184058876975
GSE199219,CID4513,S100A4,1.1818083587667099
GSE199219,CID4513,JTB,0.7395687469996826
GSE199219,CID4513,RPS27,0.6890199028609492
GSE199219,CID4513,TPM3,0.8558021285093563
GSE199219,CID4513,PBXIP1,0.7484319492087995
GSE199219,CID4513,FDPS,0.5121471824037426
GSE199219,CID4513,ASH1L,0.7166710796216258
GSE199219,CID4513,SSR2,0.8071510405030549
GSE199219,CID4513,LMNA,1.3619228829569008
GSE199219,CID4513,CCT3,0.7363007725093457
GSE199219,CID4513,IFI16,0.8102413277085738
GSE199219,CID4513,TAGLN2,0.9230745143965988
GSE199219,CID4513,CD48,0.9154385883421868
GSE199219,CID4513,UFC1,0.6922222138424243
GSE199219,CID4513,HSPA6,0.7031181715975432
GSE199219,CID4513,HSD17B7,0.35176351145332146
GSE199219,CID4513,CD247,0.8011846377810086
GSE199219,CID4513,XCL2,0.7508942572687854
GSE199219,CID4513,PRRC2C,0.8734162169396827
GSE199219,CID4513,CACYBP,0.9807221065211429
GSE199219,CID4513,IER5,0.961967719474234
GSE199219,CID4513,ARPC5,0.6978953224847002
GSE199219,CID4513,FAM129A,0.7081102162606975
GSE199219,CID4513,IVNS1ABP,0.8025731280175429
GSE199219,CID4513,TPR,0.7451951666707686
GSE199219,CID4513,RGS1,1.3000101646242774
GSE199219,CID4513,RGS2,0.9536075716058804
GSE199219,CID4513,PTPRC,0.8810931761235914
GSE199219,CID4513,PTPN7,0.7011107544988106
GSE199219,CID4513,BTG2,1.027498874250647
GSE199219,CID4513,NUCKS1,0.7003531766733129
GSE199219,CID4513,CD55,0.851246433988638
GSE199219,CID4513,TRAF3IP3,0.7151196172220097
GSE199219,CID4513,ATF3,0.9493493914995432
GSE199219,CID4513,H3F3A,0.8548325383753608
GSE199219,CID4513,ARF1,0.7905973827307274
GSE199219,CID4513,GUK1,0.8217294270011781
GSE199219,CID4513,TOMM20,0.7835366376675371
GSE199219,CID4513,ARID4B,0.8827054101836446
GSE199219,CID4513,LYST,0.7110553272366894
GSE199219,CID4513,HNRNPU,0.8879924215605686
GSE199219,CID4513,RPS7,0.7085854546237945
GSE199219,CID4513,ID2,1.1189551489342093
GSE199219,CID4513,YWHAQ,0.8215433262622499
GSE199219,CID4513,ODC1,0.9446386100417451
GSE199219,CID4513,OST4,0.8440580399679711
GSE199219,CID4513,FOSL2,0.8219164491666486
GSE199219,CID4513,PPP1CB,0.832567264656632
GSE199219,CID4513,YPEL5,1.066266442401203
GSE199219,CID4513,LBH,0.7985236065253154
GSE199219,CID4513,SRSF7,0.9175403663053365
GSE199219,CID4513,EML4,0.8068351278679504
GSE199219,CID4513,ZFP36L2,1.1642671329266978
GSE199219,CID4513,CALM2,0.9593495106435292
GSE199219,CID4513,EPCAM,0.10439670476345837
GSE199219,CID4513,RTN4,0.7044463855689024
GSE199219,CID4513,RPS27A,0.6974879387622065
GSE199219,CID4513,REL,1.0993525724253874
GSE199219,CID4513,CCT4,0.7653269586464624
GSE199219,CID4513,UGP2,0.7386178600070944
GSE199219,CID4513,ACTR2,0.759153575176968
GSE199219,CID4513,AAK1,0.7585292193253967
GSE199219,CID4513,PCBP1,0.7782673690376426
GSE199219,CID4513,SNRPG,0.7090105553161886
GSE199219,CID4513,TMSB10,0.7547470479995333
GSE199219,CID4513,MAT2A,0.6975224426653589
GSE199219,CID4513,VAMP8,0.7326008944111144
GSE199219,CID4513,GNLY,1.0219651362914939
GSE199219,CID4513,CD8A,0.8782825745976441
GSE199219,CID4513,CD8B,0.7248748912972116
GSE199219,CID4513,IGKC,0.7791209418635294
GSE199219,CID4513,DUSP2,1.2190589232819775
GSE199219,CID4513,ARID5A,0.7653705342118209
GSE199219,CID4513,COX5B,0.7818499208002602
GSE199219,CID4513,RPL31,0.8731504171433627
GSE199219,CID4513,GCC2,0.8118333574238482
GSE199219,CID4513,LIMS1,0.710131019495798
GSE199219,CID4513,SLC20A1,0.6856150779316084
GSE199219,CID4513,ACTR3,0.7843595175290207
GSE199219,CID4513,DDX18,0.7397691651459237
GSE199219,CID4513,DBI,0.7671738633074362
GSE199219,CID4513,GYPC,0.7528691267198465
GSE199219,CID4513,MZT2B,0.8147018143923159
GSE199219,CID4513,MZT2A,0.7309725196828988
GSE199219,CID4513,UBXN4,0.7399985466320542
GSE199219,CID4513,CXCR4,1.3172645035248949
GSE199219,CID4513,ARHGAP15,0.7014403182211841
GSE199219,CID4513,ZEB2,0.8164579047077772
GSE199219,CID4513,PRPF40A,0.6928736439805466
GSE199219,CID4513,NR4A2,1.1897768978171726
GSE199219,CID4513,CYTIP,0.9711933119312256
GSE199219,CID4513,TANK,0.884070457109967
GSE199219,CID4513,PPIG,0.7633903957783179
GSE199219,CID4513,WIPF1,0.7663545816658707
GSE199219,CID4513,HNRNPA3,0.7657534755438635
GSE199219,CID4513,NFE2L2,0.8278444103063982
GSE199219,CID4513,ITGA4,0.6870098588563223
GSE199219,CID4513,ORMDL1,0.7023917870704897
GSE199219,CID4513,GLS,0.8475193122788919
GSE199219,CID4513,STAT1,0.750645133033789
GSE199219,CID4513,STAT4,0.7053203154183759
GSE199219,CID4513,NABP1,0.7887816504192698
GSE199219,CID4513,STK17B,0.9080455088633954
GSE199219,CID4513,ANKRD44,0.6861003665050218
GSE199219,CID4513,SF3B1,0.7901629302421348
GSE199219,CID4513,HSPD1,1.2203027185687858
GSE199219,CID4513,HSPE1,1.14239001693224
GSE199219,CID4513,BZW1,0.7947653430297205
GSE199219,CID4513,CLK1,0.8590228533893715
GSE199219,CID4513,CFLAR,0.8396177873265915
GSE199219,CID4513,CASP8,0.6901272059045885
GSE199219,CID4513,SUMO1,0.7168066617425546
GSE199219,CID4513,NOP58,0.7668408288177065
GSE199219,CID4513,CTLA4,0.9438673440199453
GSE199219,CID4513,ICOS,1.0136327177796967
GSE199219,CID4513,EEF1B2,0.8982012624531449
GSE199219,CID4513,XRCC5,0.6862974696000291
GSE199219,CID4513,RPL37A,0.7651537848030218
GSE199219,CID4513,ARPC2,0.8783594195452681
GSE199219,CID4513,TUBA4A,1.007209076891268
GSE199219,CID4513,SP100,0.7872552955508912
GSE199219,CID4513,ITM2C,0.6854937753312805
GSE199219,CID4513,NCL,0.9191537433381914
GSE199219,CID4513,ARL4C,1.004695783894352
GSE199219,CID4513,LRRFIP1,0.8798344293692623
GSE199219,CID4513,PDCD1,0.5077604078486685
GSE199219,CID4513,BRK1,0.7215579851012504
GSE199219,CID4513,RPL32,0.7251283788167227
GSE199219,CID4513,ANKRD28,0.8348295914586257
GSE199219,CID4513,RPL15,0.7065001636149274
GSE199219,CID4513,GOLGA4,0.7948527897568953
GSE199219,CID4513,CSRNP1,0.8089157128519053
GSE199219,CID4513,RPSA,0.815796235238119
GSE199219,CID4513,EIF1B,0.7010349005093336
GSE199219,CID4513,RPL14,0.7394256890793626
GSE199219,CID4513,NKTR,0.8462689859468697
GSE199219,CID4513,TMA7,0.8419887778769282
GSE199219,CID4513,RHOA,0.8497596536127149
GSE199219,CID4513,GNAI2,0.814809937377701
GSE199219,CID4513,RPL29,0.7624926160308229
GSE199219,CID4513,SPCS1,0.7782266244395635
GSE199219,CID4513,SELENOK,0.9545054097548821
GSE199219,CID4513,ARF4,0.7528388571926121
GSE199219,CID4513,ARL6IP5,0.8866197505354909
GSE199219,CID4513,FOXP1,0.7930113586035408
GSE199219,CID4513,MTRNR2L12,1.0399399657399944
GSE199219,CID4513,CLDND1,0.7121168768221808
GSE199219,CID4513,RPL24,0.7212934874017918
GSE199219,CID4513,NFKBIZ,0.8370634512190704
GSE199219,CID4513,BBX,0.6881198460679597
GSE199219,CID4513,CD47,0.7218072406992392
GSE199219,CID4513,TRAT1,0.6959453229050013
GSE199219,CID4513,CD96,0.7687277925436091
GSE199219,CID4513,TIGIT,0.9096920305366913
GSE199219,CID4513,HCLS1,0.7072888416653242
GSE199219,CID4513,GOLGB1,0.9179522630007159
GSE199219,CID4513,CNBP,0.8116054208917719
GSE199219,CID4513,H1FX,0.8976394966286906
GSE199219,CID4513,CDV3,0.7606854567045034
GSE199219,CID4513,ATP1B3,1.0009990146268701
GSE199219,CID4513,TSC22D2,0.6911482083835224
GSE199219,CID4513,SERP1,0.8530769293826347
GSE199219,CID4513,MBNL1,0.8610268265784785
GSE199219,CID4513,DHX36,0.7701292835821714
GSE199219,CID4513,TIPARP,0.7694654401863431
GSE199219,CID4513,CCNL1,0.90003941599444
GSE199219,CID4513,SEC62,0.7120717898495627
GSE199219,CID4513,SKIL,0.7205034855757874
GSE199219,CID4513,RPL22L1,0.8186190708332034
GSE199219,CID4513,TRA2B,0.826597056465919
GSE199219,CID4513,EIF4A2,0.903234456233864
GSE199219,CID4513,PPP1R2,0.9025282818468219
GSE199219,CID4513,RPL35A,0.7562489549900603
GSE199219,CID4513,MXD4,0.6909228849693946
GSE199219,CID4513,LYAR,0.7052558751419286
GSE199219,CID4513,MRFAP1,0.6881146935075096
GSE199219,CID4513,BOD1L1,0.7298819266785852
GSE199219,CID4513,RBPJ,0.8449974141115327
GSE199219,CID4513,ARAP2,0.6860076198566539
GSE199219,CID4513,RPL9,0.7362259563268715
GSE199219,CID4513,RHOH,0.9695373333568802
GSE199219,CID4513,OCIAD2,0.7817538492437522
GSE199219,CID4513,HOPX,0.6881231783848746
GSE199219,CID4513,AREG,0.9815227590121685
GSE199219,CID4513,G3BP2,0.888281054097715
GSE199219,CID4513,CCNI,0.8942016954141316
GSE199219,CID4513,CXCL13,0.9711178268187741
GSE199219,CID4513,CNOT6L,0.8915750827203148
GSE199219,CID4513,RASGEF1B,0.7169369138121324
GSE199219,CID4513,HNRNPDL,0.863318574359356
GSE199219,CID4513,H2AFZ,1.0399090376676132
GSE199219,CID4513,NFKB1,0.7186631945131053
GSE199219,CID4513,UBE2D3,0.8609577824088361
GSE199219,CID4513,RPL34,0.7316377935625741
GSE199219,CID4513,SNHG8,0.8386718809434062
GSE199219,CID4513,C4orf3,0.7301375165583955
GSE199219,CID4513,ANXA5,0.7292626404724531
GSE199219,CID4513,SMARCA5,0.703199140052286
GSE199219,CID4513,RPS3A,0.7547906040500753
GSE199219,CID4513,HMGB2,0.8643899118917333
GSE199219,CID4513,ANKRD37,0.7633009496690826
GSE199219,CID4513,SUB1,0.90722585315144
GSE199219,CID4513,IL7R,1.3186438653397023
GSE199219,CID4513,FYB1,0.7988602392816591
GSE199219,CID4513,PTGER4,0.8609947520562212
GSE199219,CID4513,PRKAA1,0.47300415141227875
GSE199219,CID4513,RPL37,0.7507496198209236
GSE199219,CID4513,EMB,0.7430917848627809
GSE199219,CID4513,GZMK,1.2606593152840582
GSE199219,CID4513,GZMA,1.1406745304745318
GSE199219,CID4513,GPBP1,0.9083807446684569
GSE199219,CID4513,PIK3R1,0.8412660829118033
GSE199219,CID4513,BTF3,0.8331971882582188
GSE199219,CID4513,NSA2,0.7566042635794582
GSE199219,CID4513,TBCA,0.7472308255885477
GSE199219,CID4513,JMY,0.7023789976732896
GSE199219,CID4513,RPS23,0.701390805833344
GSE199219,CID4513,COX7C,0.8571354933599474
GSE199219,CID4513,CCNH,0.7527121922480979
GSE199219,CID4513,GLRX,0.7009169133230346
GSE199219,CID4513,CAST,0.8103561259526816
GSE199219,CID4513,CHD1,0.8087032809005666
GSE199219,CID4513,REEP5,0.7249149082699782
GSE199219,CID4513,TNFAIP8,0.7560011407092366
GSE199219,CID4513,HINT1,0.8738073034335153
GSE199219,CID4513,CDC42SE2,0.8254559830580572
GSE199219,CID4513,IRF1,0.984944662637955
GSE199219,CID4513,TCF7,0.6898016202140296
GSE199219,CID4513,SKP1,0.8598826506379532
GSE199219,CID4513,UBE2B,0.7965456943627316
GSE199219,CID4513,HNRNPA0,0.803782481157427
GSE199219,CID4513,EGR1,0.8670484045470233
GSE199219,CID4513,HSPA9,0.7247987925575201
GSE199219,CID4513,PAIP2,0.7759071880541806
GSE199219,CID4513,UBE2D2,0.7790449159197462
GSE199219,CID4513,CD14,0.12222712086438865
GSE199219,CID4513,TAF7,0.7634869121436961
GSE199219,CID4513,NDFIP1,0.7570511250624409
GSE199219,CID4513,NR3C1,0.8600962001122608
GSE199219,CID4513,CSNK1A1,0.7186638306575351
GSE199219,CID4513,CD74,1.0786119396434986
GSE199219,CID4513,RPS14,0.751269927224687
GSE199219,CID4513,ITK,0.7133165235230439
GSE199219,CID4513,NPM1,0.9202196292782084
GSE199219,CID4513,DUSP1,1.1684767911633436
GSE199219,CID4513,ATP6V0E1,0.8138854497467548
GSE199219,CID4513,CREBRF,0.7195380054194095
GSE199219,CID4513,HIGD2A,0.7635978467592501
GSE199219,CID4513,PRELID1,0.6872526432717658
GSE199219,CID4513,HNRNPAB,0.783032785530725
GSE199219,CID4513,HNRNPH1,0.9397706082324248
GSE199219,CID4513,SQSTM1,0.9527393207104276
GSE199219,CID4513,RACK1,1.2252884584402672
GSE199219,CID4513,SERPINB9,0.7350440020538309
GSE199219,CID4513,PRPF4B,0.6913330430257815
GSE199219,CID4513,CD83,0.7712243277626433
GSE199219,CID4513,MYLIP,0.7634285778113843
GSE199219,CID4513,DEK,0.749702239296869
GSE199219,CID4513,HIST1H4C,0.7524789417790506
GSE199219,CID4513,BTN3A2,0.7145487934494332
GSE199219,CID4513,HLA-F,0.827361211721738
GSE199219,CID4513,HLA-A,0.6942871197954145
GSE199219,CID4513,HLA-E,0.7748083174806784
GSE199219,CID4513,PPP1R10,0.8425848473610348
GSE199219,CID4513,TNF,0.9695548771075051
GSE199219,CID4513,LTB,1.24134313572656
GSE199219,CID4513,CLIC1,0.9032929484365907
GSE199219,CID4513,HSPA1A,1.9771996073077647
GSE199219,CID4513,HSPA1B,1.7021709846249893
GSE199219,CID4513,C6orf48,0.8010381213092748
GSE199219,CID4513,NEU1,0.9840519058091715
GSE199219,CID4513,GPSM3,0.7694783113881757
GSE199219,CID4513,HLA-DRA,0.9570151470749937
GSE199219,CID4513,HLA-DRB1,1.0901258181941738
GSE199219,CID4513,HLA-DQA1,0.8449487905383639
GSE199219,CID4513,HLA-DQB1,0.7485217452396763
GSE199219,CID4513,PSMB8,0.747901131513399
GSE199219,CID4513,PSMB9,0.8430444443994134
GSE199219,CID4513,TAP1,0.7138088159158551
GSE199219,CID4513,BRD2,0.9239266551857579
GSE199219,CID4513,HLA-DPA1,0.9274095526377696
GSE199219,CID4513,HLA-DPB1,0.9111467614103671
GSE199219,CID4513,RPS18,0.7307573002030371
GSE199219,CID4513,TAPBP,0.7611674861831171
GSE199219,CID4513,CUTA,0.7541748836528602
GSE199219,CID4513,RPS10,0.914025381305725
GSE199219,CID4513,RPL10A,0.7968703534180193
GSE199219,CID4513,FKBP5,0.6941260488970519
GSE199219,CID4513,SRSF3,0.937009678089486
GSE199219,CID4513,CDKN1A,0.6969309128493998
GSE199219,CID4513,HSP90AB1,1.1858382573761146
GSE199219,CID4513,COX7A2,0.8119227623033383
GSE199219,CID4513,ZNF292,0.7673770667583314
GSE199219,CID4513,PNRC1,0.9246176374559101
GSE199219,CID4513,PNISR,0.9155336767356711
GSE199219,CID4513,PRDM1,0.7656259312052311
GSE199219,CID4513,SNX3,0.6940061395655674
GSE199219,CID4513,CD164,0.7118778730355774
GSE199219,CID4513,AMD1,0.9191269167518021
GSE199219,CID4513,FYN,0.8751731573260834
GSE199219,CID4513,RPS12,0.707818701671376
GSE199219,CID4513,BCLAF1,0.8198077927783202
GSE199219,CID4513,TNFAIP3,1.1708734750157668
GSE199219,CID4513,ABRACL,0.75437607260068
GSE199219,CID4513,CITED2,0.8924534098522018
GSE199219,CID4513,SF3B5,0.7094391173070573
GSE199219,CID4513,DYNLT1,0.7135559232841733
GSE199219,CID4513,SYTL3,0.6975802507988776
GSE199219,CID4513,EZR,1.0734272523027695
GSE199219,CID4513,TAGAP,0.9804512678995481
GSE199219,CID4513,SOD2,0.7658325611178594
GSE199219,CID4513,WTAP,0.7416997705277043
GSE199219,CID4513,TCP1,0.7910776401425541
GSE199219,CID4513,MRPL18,0.8324965547465224
GSE199219,CID4513,RNASET2,0.7009732885242852
GSE199219,CID4513,PSMB1,0.7532563331545837
GSE199219,CID4513,ZFAND2A,0.71823546647961
GSE199219,CID4513,ACTB,0.8531779124175854
GSE199219,CID4513,RAC1,0.7555798947927738
GSE199219,CID4513,NDUFA4,0.8518002520081281
GSE199219,CID4513,ARL4A,0.7827106075932523
GSE199219,CID4513,TOMM7,0.8493598140631784
GSE199219,CID4513,TRA2A,0.7068864476914617
GSE199219,CID4513,CYCS,0.9144582598972264
GSE199219,CID4513,HNRNPA2B1,0.875809406650279
GSE199219,CID4513,CBX3,0.7080179251863847
GSE199219,CID4513,TAX1BP1,0.7327651196393091
GSE199219,CID4513,SEPT7,0.8441723234816891
GSE199219,CID4513,TRGC2,0.7074877319245391
GSE199219,CID4513,STK17A,0.8911222420403014
GSE199219,CID4513,PPIA,0.8657566720436867
GSE199219,CID4513,H2AFV,0.8037558575687898
GSE199219,CID4513,IKZF1,0.7401882501440014
GSE199219,CID4513,SEC61G,0.7487374055046679
GSE199219,CID4513,EGFR,0.018819123644171643
GSE199219,CID4513,CHCHD2,0.8423796277131123
GSE199219,CID4513,SBDS,0.725655037939757
GSE199219,CID4513,HSPB1,0.8975796657812701
GSE199219,CID4513,AKAP9,0.8061632857106403
GSE199219,CID4513,FAM133B,0.9121987862417914
GSE199219,CID4513,ARPC1B,0.8852405039912493
GSE199219,CID4513,LAMTOR4,0.7310167414200659
GSE199219,CID4513,KMT2E,0.8746480362858694
GSE199219,CID4513,NAMPT,0.8569805572632269
GSE199219,CID4513,HBP1,0.783165981892
GSE199219,CID4513,DNAJB9,0.7403941367731567
GSE199219,CID4513,IFRD1,0.8644807762995383
GSE199219,CID4513,AC016831.7,0.7184876469835033
GSE199219,CID4513,AC058791.1,0.912040054169659
GSE199219,CID4513,ZC3HAV1,0.9324480884286027
GSE199219,CID4513,NDUFB2,0.7736808152318082
GSE199219,CID4513,SSBP1,0.6867633014314983
GSE199219,CID4513,TRBC1,1.2141502523748606
GSE199219,CID4513,TRBC2,1.0993029947040172
GSE199219,CID4513,GSTK1,0.8155127034502911
GSE199219,CID4513,GIMAP7,0.7607118521800044
GSE199219,CID4513,DNAJB6,0.9713037313726454
GSE199219,CID4513,SLC25A6,0.8309649503513514
GSE199219,CID4513,CD99,0.8756600884775236
GSE199219,CID4513,TMSB4X,0.7017345110097436
GSE199219,CID4513,OFD1,0.6864294456172572
GSE199219,CID4513,SYAP1,0.7560588706773651
GSE199219,CID4513,SH3KBP1,0.7010613886124938
GSE199219,CID4513,EIF1AX,0.8140595150383713
GSE199219,CID4513,SAT1,1.1491546316120307
GSE199219,CID4513,DDX3X,0.964940960342426
GSE199219,CID4513,NDUFB11,0.7552591939789506
GSE199219,CID4513,UXT,0.7529650537310625
GSE199219,CID4513,RBM3,0.7989042717462149
GSE199219,CID4513,PLP2,0.8011075995565737
GSE199219,CID4513,TSPYL2,0.9039909572074345
GSE199219,CID4513,MSN,0.7870459091575822
GSE199219,CID4513,IL2RG,0.8666565523180758
GSE199219,CID4513,RPS4X,0.7274356384497136
GSE199219,CID4513,XIST,0.9741121144662506
GSE199219,CID4513,ATRX,0.8344028839084793
GSE199219,CID4513,COX7B,0.7689972785660759
GSE199219,CID4513,PGK1,0.8509148971799378
GSE199219,CID4513,ITM2A,0.9431406068960153
GSE199219,CID4513,SH3BGRL,0.7311033064685524
GSE199219,CID4513,RPL36A,0.8944531590511698
GSE199219,CID4513,TSC22D3,1.1116456227275027
GSE199219,CID4513,SLC25A5,0.8340558846315327
GSE199219,CID4513,SEPT6,0.8072855473300176
GSE199219,CID4513,RPL39,0.7445732264173125
GSE199219,CID4513,NDUFA1,0.7475457569225028
GSE199219,CID4513,CD40LG,0.7222886184538665
GSE199219,CID4513,RBMX,0.7713347113767369
GSE199219,CID4513,IDS,0.9258586116207741
GSE199219,CID4513,NSDHL,0.16680811142267526
GSE199219,CID4513,SSR4,0.832614180207065
GSE199219,CID4513,FLNA,0.7320085320183792
GSE199219,CID4513,RPL10,0.7114326657212594
GSE199219,CID4513,G6PD,0.3196632811258275
GSE199219,CID4513,PCM1,0.7416871547623833
GSE199219,CID4513,DOK2,0.7280286249810204
GSE199219,CID4513,DUSP4,1.2696653917566618
GSE199219,CID4513,SARAF,0.9301633995049606
GSE199219,CID4513,LEPROTL1,0.8795008696608806
GSE199219,CID4513,RAB11FIP1,0.7830821608569835
GSE199219,CID4513,RPS20,0.8821193111686515
GSE199219,CID4513,SDCBP,1.007654970160953
GSE199219,CID4513,RPL7,0.8892280009519785
GSE199219,CID4513,FABP5,0.7641979360671118
GSE199219,CID4513,GEM,0.6942337757270561
GSE199219,CID4513,UQCRB,0.8634301497214226
GSE199219,CID4513,MTDH,0.7623598601425245
GSE199219,CID4513,RPL30,0.7030433792869895
GSE199219,CID4513,COX6C,0.8271489784028104
GSE199219,CID4513,RNF19A,0.9426702425752325
GSE199219,CID4513,PABPC1,0.9329930341722614
GSE199219,CID4513,YWHAZ,0.8828038292283589
GSE199219,CID4513,EIF3E,0.8534887131194152
GSE199219,CID4513,ENY2,0.7078688571880549
GSE199219,CID4513,EIF3H,0.804013022223066
GSE199219,CID4513,FAM49B,0.7149743806530384
GSE199219,CID4513,SLA,0.9455510599136834
GSE199219,CID4513,LY6E,0.8954322265554447
GSE199219,CID4513,EEF1D,0.8228620624466397
GSE199219,CID4513,VPS28,0.7052257612894736
GSE199219,CID4513,RPL8,0.7436348629208682
GSE199219,CID4513,DOCK8,0.6859869628223801
GSE199219,CID4513,VLDLR,0.06597370010114312
GSE199219,CID4513,CD274,0.2615489203211073
GSE199219,CID4513,PLIN2,0.7684116786755794
GSE199219,CID4513,RPS6,0.7621530583570337
GSE199219,CID4513,DNAJA1,1.1762941520418158
GSE199219,CID4513,ZFAND5,0.8324045606593632
GSE199219,CID4513,ANXA1,1.5875888903526496
GSE199219,CID4513,TLE4,0.8131918058166089
GSE199219,CID4513,HNRNPK,0.8415305412993888
GSE199219,CID4513,CKS2,0.80640846536015
GSE199219,CID4513,ANP32B,0.7999566569999548
GSE199219,CID4513,SEC61B,0.8053242934799507
GSE199219,CID4513,NR4A3,0.7659657116597154
GSE199219,CID4513,TXN,0.8352622966109666
GSE199219,CID4513,AKNA,0.713768489048037
GSE199219,CID4513,ATP6V1G1,0.8044580044962538
GSE199219,CID4513,RPL35,0.7796572738016027
GSE199219,CID4513,HSPA5,0.9545009109559447
GSE199219,CID4513,RPL12,0.730372962037207
GSE199219,CID4513,C9orf16,0.7840301316827871
GSE199219,CID4513,SPTAN1,0.7439477027117658
GSE199219,CID4513,SET,0.8054762672231387
GSE199219,CID4513,IER5L,0.8402685496115071
GSE199219,CID4513,C9orf78,0.6934052717546803
GSE199219,CID4513,FNBP1,0.804773632659976
