source_cohort,held_out_donor,gene,scaler_scale
GSE199219,CID4497,PLIN2,0.7624554424078152
GSE199219,CID4497,RPS6,0.7460674970296515
GSE199219,CID4497,DNAJA1,1.136254497454251
GSE199219,CID4497,ZFAND5,0.8076822631500186
GSE199219,CID4497,ANXA1,1.5598560694070043
GSE199219,CID4497,TLE4,0.8028053727478276
GSE199219,CID4497,HNRNPK,0.8157646520118053
GSE199219,CID4497,CKS2,0.806223021969195
GSE199219,CID4497,ANP32B,0.792668316277282
GSE199219,CID4497,SEC61B,0.7859216962498958
GSE199219,CID4497,NR4A3,0.7553113659426839
GSE199219,CID4497,TXN,0.8321472840790269
GSE199219,CID4497,AKNA,0.7027635952110333
GSE199219,CID4497,ATP6V1G1,0.776470923041968
GSE199219,CID4497,RPL35,0.7152757726725857
GSE199219,CID4497,HSPA5,0.9303982159427292
GSE199219,CID4497,RPL12,0.7248671188482373
GSE199219,CID4497,C9orf16,0.7753346580577464
GSE199219,CID4497,SPTAN1,0.740351442675673
GSE199219,CID4497,SET,0.7998679141639746
GSE199219,CID4497,IER5L,0.833970911902653
GSE199219,CID4497,C9orf78,0.6844684732352594
GSE199219,CID4497,FNBP1,0.7918833420838847
GSE199219,CID4497,RPL7A,0.6909014483195521
GSE199219,CID4497,SNHG7,0.7280598284135379
GSE199219,CID4497,PHPT1,0.6837167803428169
GSE199219,CID4497,EDF1,0.8104261308893753
GSE199219,CID4497,DPP7,0.6914531445973324
GSE199219,CID4497,TUBB4B,1.021569665989442
GSE199219,CID4497,IFITM2,0.9124028991376747
GSE199219,CID4497,RPLP2,0.6937314115958834
GSE199219,CID4497,POLR2L,0.7827378661903273
GSE199219,CID4497,CTSD,0.7460990433075114
GSE199219,CID4497,LSP1,0.820019703216491
GSE199219,CID4497,CD81,0.8352531017662563
GSE199219,CID4497,KCNQ1OT1,0.812848930831073
GSE199219,CID4497,EIF3F,0.7927123650587109
GSE199219,CID4497,RPL27A,0.7799667776927003
GSE199219,CID4497,MTRNR2L8,0.8702503283651604
GSE199219,CID4497,EIF4G2,0.8122939660871786
GSE199219,CID4497,PSMA1,0.6889656402492517
GSE199219,CID4497,C11orf58,0.7425579474702944
GSE199219,CID4497,RPS13,0.7822036797760801
GSE199219,CID4497,LDHA,0.9667076419246816
GSE199219,CID4497,CD44,0.9000546851143654
GSE199219,CID4497,CD6,0.7423233228174104
GSE199219,CID4497,TMEM258,0.7351011756736993
GSE199219,CID4497,FTH1,1.011645459586717
GSE199219,CID4497,AHNAK,0.9750487403219639
GSE199219,CID4497,UBXN1,0.7508526806599978
GSE199219,CID4497,SLC3A2,0.7501520019723674
GSE199219,CID4497,RARRES3,0.8689870050686899
GSE199219,CID4497,COX8A,0.8336559388585008
GSE199219,CID4497,PPP1R14B,0.7083651080050027
GSE199219,CID4497,TRMT112,0.7824917939161324
GSE199219,CID4497,SF1,0.843221378683945
GSE199219,CID4497,NEAT1,1.048585013329024
GSE199219,CID4497,CFL1,0.8102075524269416
GSE199219,CID4497,CTSW,0.7283232631212784
GSE199219,CID4497,CCDC85B,0.6996322718535329
GSE199219,CID4497,DRAP1,0.8041039117912819
GSE199219,CID4497,TBC1D10C,0.7353514686539423
GSE199219,CID4497,CORO1B,0.7775483732348042
GSE199219,CID4497,GSTP1,0.7137151011851312
GSE199219,CID4497,DHCR7,0.22915819332932916
GSE199219,CID4497,UCP2,0.755291818683789
GSE199219,CID4497,SPCS2,0.7358771957072525
GSE199219,CID4497,RPS3,0.7259183895926674
GSE199219,CID4497,NDUFC2,0.7148185354196404
GSE199219,CID4497,CTSC,0.8576083878029933
GSE199219,CID4497,CHORDC1,0.8459874386407876
GSE199219,CID4497,TAF1D,0.7968842737976397
GSE199219,CID4497,BIRC3,1.038835625012346
GSE199219,CID4497,CARD16,0.7614225234815537
GSE199219,CID4497,ATM,0.7087410264560335
GSE199219,CID4497,NCAM1,0.10798250237024509
GSE199219,CID4497,PCSK7,0.6999280623866823
GSE199219,CID4497,IL10RA,0.6889517635230495
GSE199219,CID4497,CD3E,0.827358829602596
GSE199219,CID4497,CD3D,0.8707920582049499
GSE199219,CID4497,CD3G,0.851108450954425
GSE199219,CID4497,ATP5MG,0.9767257025972816
GSE199219,CID4497,KMT2A,0.7288103052428028
GSE199219,CID4497,DDX6,0.6809362938658875
GSE199219,CID4497,RPS25,0.7146306590785497
GSE199219,CID4497,H2AFX,0.8099500038415907
GSE199219,CID4497,HSPA8,1.049834040093167
GSE199219,CID4497,ETS1,0.846593201618952
GSE199219,CID4497,IDI1,0.8020855876478385
GSE199219,CID4497,KLF6,1.1039941337351034
GSE199219,CID4497,CELF2,0.8034116514598363
GSE199219,CID4497,OPTN,0.7193016199771305
GSE199219,CID4497,FAM107B,0.9794919303784791
GSE199219,CID4497,VIM,1.1223506434602915
GSE199219,CID4497,YME1L1,0.7599881557642422
GSE199219,CID4497,KIF5B,0.7149060373847534
GSE199219,CID4497,EPC1,0.7853971888326504
GSE199219,CID4497,ITGB1,0.8443131607142176
GSE199219,CID4497,CREM,1.2400013480164236
GSE199219,CID4497,HNRNPF,0.7652718793281544
GSE199219,CID4497,ARID5B,1.0489839594152046
GSE199219,CID4497,JMJD1C,0.8169643798666532
GSE199219,CID4497,HNRNPH3,0.7096207804954422
GSE199219,CID4497,DDX21,0.7325463142086355
GSE199219,CID4497,SRGN,0.9074831094680921
GSE199219,CID4497,PPA1,0.6892216323900183
GSE199219,CID4497,SPOCK2,0.865945810103051
GSE199219,CID4497,ANAPC16,0.7821170802798247
GSE199219,CID4497,DDIT4,0.9966048061427969
GSE199219,CID4497,PGAM1,0.7265078280087739
GSE199219,CID4497,NDUFB8,0.738100780867801
GSE199219,CID4497,DUSP5,0.7699597235283878
GSE199219,CID4497,PDCD4,0.8475222123790083
GSE199219,CID4497,EIF3A,0.763606922673795
GSE199219,CID4497,RGS10,0.7534670750743527
GSE199219,CID4497,BUB3,0.6856052389695885
GSE199219,CID4497,WNK1,0.7055828460554978
GSE199219,CID4497,CCND2,0.7176117591786566
GSE199219,CID4497,CD27,0.8207122297696804
GSE199219,CID4497,GAPDH,0.9717012113577315
GSE199219,CID4497,PTMS,0.6872015049399255
GSE199219,CID4497,CD4,0.5684049718615497
GSE199219,CID4497,TPI1,0.8612445570918519
GSE199219,CID4497,C12orf57,0.8269663936398814
GSE199219,CID4497,SLC2A3,0.9820239783983402
GSE199219,CID4497,KLRB1,0.895506463789416
GSE199219,CID4497,CLEC2D,0.9073166756095418
GSE199219,CID4497,CD69,1.2790904988709972
GSE199219,CID4497,CLEC2B,1.028730230141415
GSE199219,CID4497,GABARAPL1,0.7165551164673691
GSE199219,CID4497,KLRD1,0.731306831449731
GSE199219,CID4497,CDKN1B,0.7546536057271722
GSE199219,CID4497,ATF7IP,0.6854990758636358
GSE199219,CID4497,ARHGDIB,0.8713441606618062
GSE199219,CID4497,LDHB,0.8227486370070134
GSE199219,CID4497,FGFR1OP2,0.7130626001964502
GSE199219,CID4497,KIAA1551,0.8504278737354473
GSE199219,CID4497,SCAF11,0.7783859286721458
GSE199219,CID4497,SLC38A1,0.7269614870530945
GSE199219,CID4497,SLC38A2,0.9062571795408584
GSE199219,CID4497,TUBA1B,0.9706319076216144
GSE199219,CID4497,TUBA1A,0.9905078870372475
GSE199219,CID4497,TUBA1C,0.6979639413820042
GSE199219,CID4497,TMBIM6,0.8191449798965283
GSE199219,CID4497,LIMA1,0.4197232657594776
GSE199219,CID4497,DAZAP2,0.8124737567822404
GSE199219,CID4497,NR4A1,0.9219451235774622
GSE199219,CID4497,EIF4B,0.712821913786233
GSE199219,CID4497,PFDN5,0.7816427561772308
GSE199219,CID4497,PCBP2,0.7811133181892103
GSE199219,CID4497,ATP5MC2,0.9144971115230205
GSE199219,CID4497,HNRNPA1,0.8116142761492802
GSE199219,CID4497,BLOC1S1,0.7120582431710638
GSE199219,CID4497,CD63,0.8337048442162202
GSE199219,CID4497,RPS26,0.9248134883191733
GSE199219,CID4497,RPL41,0.6971161704626089
GSE199219,CID4497,MYL6,0.9080303388035758
GSE199219,CID4497,PTGES3,0.8707812649576449
GSE199219,CID4497,NACA,0.7582871604102307
GSE199219,CID4497,USP15,0.7825124772235901
GSE199219,CID4497,IFNG,1.23100172841248
GSE199219,CID4497,RAP1B,0.7722084459183532
GSE199219,CID4497,RAB21,0.6825894509502338
GSE199219,CID4497,GLIPR1,0.7525199819955315
GSE199219,CID4497,PHLDA1,0.9298806873831986
GSE199219,CID4497,NAP1L1,0.8442900818379823
GSE199219,CID4497,PPP1R12A,0.734288948230896
GSE199219,CID4497,ATP2B1,0.7631980526429074
GSE199219,CID4497,BTG1,0.7783931351228306
GSE199219,CID4497,SLC25A3,0.8547126865577218
GSE199219,CID4497,HSP90B1,0.7945075519497928
GSE199219,CID4497,ISCU,0.7172647985834177
GSE199219,CID4497,ARPC3,0.867133419223892
GSE199219,CID4497,ERP29,0.7692179727229959
GSE199219,CID4497,RPL6,0.7131583417209919
GSE199219,CID4497,PEBP1,0.7188274573989978
GSE199219,CID4497,RPLP0,0.8334659718470488
GSE199219,CID4497,COX6A1,0.7925649536490161
GSE199219,CID4497,SRSF9,0.7239488579094341
GSE199219,CID4497,DYNLL1,0.9556883448280408
GSE199219,CID4497,OASL,0.692300605488409
GSE199219,CID4497,RSRC2,0.8476994647328168
GSE199219,CID4497,VPS37B,0.7351309005221907
GSE199219,CID4497,ARL6IP4,0.776774318711231
GSE199219,CID4497,RILPL2,0.7775751965726306
GSE199219,CID4497,UBC,0.8116928257000599
GSE199219,CID4497,RAN,0.841109713166421
GSE199219,CID4497,MPHOSPH8,0.739304287841611
GSE199219,CID4497,SAP18,0.8961017931180552
GSE199219,CID4497,RPL21,0.7808242822273378
GSE199219,CID4497,GTF3A,0.7234489183415422
GSE199219,CID4497,POLR1D,0.7075675772872919
GSE199219,CID4497,POMP,0.7404569630793356
GSE199219,CID4497,HMGB1,0.8845596947266016
GSE199219,CID4497,ALOX5AP,0.8470452558022477
GSE199219,CID4497,HSPH1,1.2788890979748104
GSE199219,CID4497,N4BP2L2,0.8629101744890048
GSE199219,CID4497,ELF1,0.9265722531553394
GSE199219,CID4497,RGCC,1.2992586682407974
GSE199219,CID4497,EPSTI1,0.6954225341161439
GSE199219,CID4497,TPT1,0.6814219658458114
GSE199219,CID4497,LCP1,0.8675270395641719
GSE199219,CID4497,ITM2B,0.8149980643141617
GSE199219,CID4497,INTS6,0.9246989127970379
GSE199219,CID4497,COMMD6,0.831410624700427
GSE199219,CID4497,MYCBP2,0.746515940060548
GSE199219,CID4497,GPR183,1.0187167502107115
GSE199219,CID4497,ARGLU1,0.834054380214807
GSE199219,CID4497,PNP,0.6988221067164945
GSE199219,CID4497,HNRNPC,0.8245603327309448
GSE199219,CID4497,TRAC,0.9742676719820299
GSE199219,CID4497,DAD1,0.7501050732243869
GSE199219,CID4497,PSME1,0.841154945622652
GSE199219,CID4497,PSME2,0.8669102455303049
GSE199219,CID4497,CHMP4A,0.7080432445287149
GSE199219,CID4497,NEDD8,0.7424640571820093
GSE199219,CID4497,GZMH,0.7361563084405517
GSE199219,CID4497,GZMB,0.7348408834525954
GSE199219,CID4497,BAZ1A,0.743172740977073
GSE199219,CID4497,FAM177A1,0.8406668319489369
GSE199219,CID4497,NFKBIA,1.1511549264845875
GSE199219,CID4497,RALGAPA1,0.7765507647046187
GSE199219,CID4497,PNN,0.7879102336199099
GSE199219,CID4497,RPS29,0.706273152088114
GSE199219,CID4497,RPL36AL,0.8107312754104178
GSE199219,CID4497,ARF6,0.7786567343995581
GSE199219,CID4497,GNG2,0.7713418383079402
GSE199219,CID4497,LGALS3,0.7110264054815609
GSE199219,CID4497,KTN1,0.7515218165082691
GSE199219,CID4497,SYNE2,0.9081692712623259
GSE199219,CID4497,ZFP36L1,1.0448804704179728
GSE199219,CID4497,SRSF5,0.8420520623671154
GSE199219,CID4497,RBM25,0.830907097343528
GSE199219,CID4497,FOS,1.425087592433936
GSE199219,CID4497,BATF,0.9642005799783653
GSE199219,CID4497,AHSA1,0.7860301884968328
GSE199219,CID4497,CALM1,0.8303130057046494
GSE199219,CID4497,DDX24,0.8635069680295948
GSE199219,CID4497,PAPOLA,0.7299762251465673
GSE199219,CID4497,BCL11B,0.7107011043669111
GSE199219,CID4497,EVL,0.8786883888574707
GSE199219,CID4497,PPP2R5C,0.9313041346077954
GSE199219,CID4497,HSP90AA1,1.2340883561533227
GSE199219,CID4497,EIF5,0.9101283070155302
GSE199219,CID4497,CRIP1,0.8014743976916014
GSE199219,CID4497,SRP14,0.8414450442319744
GSE199219,CID4497,PDIA3,0.7530321294942228
GSE199219,CID4497,SERF2,0.7847892013158543
GSE199219,CID4497,EID1,0.6871899629405861
GSE199219,CID4497,RSL24D1,0.7109998426293272
GSE199219,CID4497,SLTM,0.7023329283420389
GSE199219,CID4497,ANXA2,0.7781306761221455
GSE199219,CID4497,RORA,0.9374068096292077
GSE199219,CID4497,RPS27L,0.8500442168761886
GSE199219,CID4497,PPIB,0.7945419866722788
GSE199219,CID4497,RPL4,0.8322832136693514
GSE199219,CID4497,PKM,0.8333071401617635
GSE199219,CID4497,ARIH1,0.7752226706549884
GSE199219,CID4497,COX5A,0.6999073817880571
GSE199219,CID4497,MORF4L1,0.7916214129888602
GSE199219,CID4497,RPS17,0.7811513344625334
GSE199219,CID4497,SEC11A,0.7153553052107133
GSE199219,CID4497,AKAP13,0.8381138754894587
GSE199219,CID4497,ISG20,0.9208307119958677
GSE199219,CID4497,CIB1,0.8196634013141287
GSE199219,CID4497,IQGAP1,0.8002850503694727
GSE199219,CID4497,CHD2,0.8144019619506412
GSE199219,CID4497,UBE2I,0.6814366893282288
GSE199219,CID4497,SRRM2,0.8140514541446495
GSE199219,CID4497,ELOB,0.7967104031419263
GSE199219,CID4497,IL32,1.0638937906293462
GSE199219,CID4497,SOCS1,0.9068236107276887
GSE199219,CID4497,LITAF,0.832971208393047
GSE199219,CID4497,GSPT1,0.7670057693653777
GSE199219,CID4497,RPS15A,0.6881355273058394
GSE199219,CID4497,ARL6IP1,0.7826480602316508
GSE199219,CID4497,SMG1,0.7020625849200818
GSE199219,CID4497,RBBP6,0.7023311982374377
GSE199219,CID4497,CD19,0.018870154821466315
GSE199219,CID4497,LAT,0.7365139398125841
GSE199219,CID4497,ALDOA,0.8068169160216458
GSE199219,CID4497,CORO1A,0.8893442426103535
GSE199219,CID4497,FUS,0.8609907387073755
GSE199219,CID4497,CYLD,0.7465459292689156
GSE199219,CID4497,MT2A,1.0397778603953303
GSE199219,CID4497,HERPUD1,0.937671444280108
GSE199219,CID4497,CKLF,0.8611463582271376
GSE199219,CID4497,FAM96B,0.6886094131880564
GSE199219,CID4497,TERF2IP,0.7632124926541644
GSE199219,CID4497,MAF,0.7783297635903105
GSE199219,CID4497,CMC2,0.6847097010291427
GSE199219,CID4497,COTL1,0.9579049699643208
GSE199219,CID4497,COX4I1,0.8243438289481754
GSE199219,CID4497,MAP1LC3B,0.8275464213237471
GSE199219,CID4497,CYBA,0.8432782284697462
GSE199219,CID4497,APRT,0.7973987816452148
GSE199219,CID4497,ANKRD11,0.8006397583221969
GSE199219,CID4497,TCF25,0.7552260296092249
GSE199219,CID4497,ITGAE,0.5179103166155573
GSE199219,CID4497,PFN1,0.9225918438881119
GSE199219,CID4497,XAF1,0.6824489277620654
GSE199219,CID4497,EIF5A,0.7552395183944057
GSE199219,CID4497,ACAP1,0.8291535897514586
GSE199219,CID4497,POLR2A,0.7435087185228132
GSE199219,CID4497,EIF4A1,0.8000593539065254
GSE199219,CID4497,KDM6B,0.8843529168809509
GSE199219,CID4497,TRAPPC1,0.6829147611713049
GSE199219,CID4497,VAMP2,0.7720338713335397
GSE199219,CID4497,RPL26,0.7103038295714239
GSE199219,CID4497,NCOR1,0.7132101820950837
GSE199219,CID4497,UBB,0.873473818890787
GSE199219,CID4497,WSB1,0.8404031109847753
GSE199219,CID4497,RPL23A,0.7062062843528801
GSE199219,CID4497,NUFIP2,0.7376410552438024
GSE199219,CID4497,EVI2B,0.7240465711841493
GSE199219,CID4497,ZNF207,0.7216351744212741
GSE199219,CID4497,SLFN5,0.7290982084830862
GSE199219,CID4497,CCL5,1.5433428782744114
GSE199219,CID4497,CCL3,0.7376765983003477
GSE199219,CID4497,CCL4,1.7317420195971793
GSE199219,CID4497,CCL4L2,1.0779952965562285
GSE199219,CID4497,PSMB3,0.7013007543707719
GSE199219,CID4497,RPL23,0.8731256715615651
GSE199219,CID4497,RPL19,0.6897272721192783
GSE199219,CID4497,ERBB2,0.20546640680677353
GSE199219,CID4497,CCR7,0.8673323055208563
GSE199219,CID4497,KRT10,0.6818418135151754
GSE199219,CID4497,STAT3,0.8825842211482983
GSE199219,CID4497,RPL27,0.7916277423516481
GSE199219,CID4497,HEXIM1,0.7414272878793812
GSE199219,CID4497,FMNL1,0.720629021721092
GSE199219,CID4497,SKAP1,0.7209157463254958
GSE199219,CID4497,LUC7L3,0.7992860590637523
GSE199219,CID4497,TOB1,0.849765725828717
GSE199219,CID4497,VMP1,0.9163974732970074
GSE199219,CID4497,LIMD2,0.8337187796473731
GSE199219,CID4497,DDX5,0.7609911522416192
GSE199219,CID4497,BPTF,0.7511225364850271
GSE199219,CID4497,KPNA2,0.72620386646054
GSE199219,CID4497,RPL38,0.787674845877463
GSE199219,CID4497,FDXR,0.2504868616865572
GSE199219,CID4497,JPT1,0.7782305621433709
GSE199219,CID4497,SUMO2,0.8545969547002361
GSE199219,CID4497,H3F3B,0.7353749524365877
GSE199219,CID4497,UBALD2,0.7663881584192221
GSE199219,CID4497,SRSF2,0.895863864289632
GSE199219,CID4497,SEPT9,0.6947986130730184
GSE199219,CID4497,SOCS3,0.8615582881982374
GSE199219,CID4497,EIF4A3,0.9430300702536571
GSE199219,CID4497,RNF213,0.8902258683961921
GSE199219,CID4497,ACTG1,0.8824433365333951
GSE199219,CID4497,CD7,1.0047392769612211
GSE199219,CID4497,METRNL,0.8788233541573564
GSE199219,CID4497,SMCHD1,0.8547947548813549
GSE199219,CID4497,MYL12A,0.941852101704207
GSE199219,CID4497,MYL12B,0.8818804623358921
GSE199219,CID4497,NDUFV2,0.7732996816290126
GSE199219,CID4497,ANKRD12,0.9331721066203905
GSE199219,CID4497,VAPA,0.6918260542849373
GSE199219,CID4497,CHMP1B,0.8225880180207512
GSE199219,CID4497,LDLRAD4,0.7367630724906143
GSE199219,CID4497,ROCK1,0.7252213502116597
GSE199219,CID4497,RPL17,0.7492777268656158
GSE199219,CID4497,PMAIP1,0.9937869879752407
GSE199219,CID4497,MBP,0.719098808010972
GSE199219,CID4497,FKBP1A,0.7319697453489455
GSE199219,CID4497,SNRPB,0.7793832130014685
GSE199219,CID4497,NOP56,0.7481888372610077
GSE199219,CID4497,PRNP,0.7479707186522377
GSE199219,CID4497,CST7,0.9565446686820727
GSE199219,CID4497,DYNLRB1,0.690782912176391
GSE199219,CID4497,RBM39,0.8131519707311141
GSE199219,CID4497,TOP1,0.7828712769192373
GSE199219,CID4497,YWHAB,0.8772474939131388
GSE199219,CID4497,STK4,0.8913479461789308
GSE199219,CID4497,ZFAS1,0.8884111178279255
GSE199219,CID4497,CEBPB,0.8141657312013295
GSE199219,CID4497,GNAS,0.8429310794740665
GSE199219,CID4497,ATP5F1E,1.2210044215977218
GSE199219,CID4497,PSMA7,0.8349570515945053
GSE199219,CID4497,RPS21,0.7579065043648731
GSE199219,CID4497,PPDPF,0.8556589144423384
GSE199219,CID4497,GZMM,0.7619717508081201
GSE199219,CID4497,PTBP1,0.7077714260500779
GSE199219,CID4497,GPX4,0.8006717245139094
GSE199219,CID4497,ATP5F1D,0.7155044009334939
GSE199219,CID4497,MIDN,0.77421206361674
GSE199219,CID4497,CIRBP,0.8250585455568391
GSE199219,CID4497,UQCR11,0.7814371768945768
GSE199219,CID4497,ABHD17A,0.7267784922213122
GSE199219,CID4497,MKNK2,0.7402726639784599
GSE199219,CID4497,OAZ1,0.8135633675891797
GSE199219,CID4497,LSM7,0.6893770343528578
GSE199219,CID4497,GADD45B,1.170922994994766
GSE199219,CID4497,AES,0.818822345041136
GSE199219,CID4497,EEF2,0.8263149701858996
GSE199219,CID4497,RPL36,0.7217358593514526
GSE199219,CID4497,NDUFA11,0.7053694573597084
GSE199219,CID4497,TNFSF9,0.749125906531975
GSE199219,CID4497,RPS28,0.6941393149937106
GSE199219,CID4497,HNRNPM,0.7209433492985747
GSE199219,CID4497,UBL5,0.8086784026509872
GSE199219,CID4497,EIF3G,0.7639966716770856
GSE199219,CID4497,ICAM3,0.764432170951831
GSE199219,CID4497,CDC37,0.7049062737620138
GSE199219,CID4497,WDR83OS,0.7023002599411806
GSE199219,CID4497,TRIR,0.8191241945054901
GSE199219,CID4497,JUNB,1.1666568541622393
GSE199219,CID4497,PRDX2,0.7296507050336417
GSE199219,CID4497,CALR,0.8840140880380104
GSE199219,CID4497,IER2,1.0491155737943503
GSE199219,CID4497,C19orf53,0.7382131959366588
GSE199219,CID4497,AC020916.1,0.6907445851736652
GSE199219,CID4497,ADGRE5,0.8547343904413293
GSE199219,CID4497,DNAJB1,1.2623701374613858
GSE199219,CID4497,TPM4,0.7111995474407685
GSE199219,CID4497,KLF2,1.2923125371036006
GSE199219,CID4497,BST2,0.7969947898002856
GSE199219,CID4497,RPL18A,0.7101477519186086
GSE199219,CID4497,JUND,0.8225849720165511
GSE199219,CID4497,FKBP8,0.6823042426024144
GSE199219,CID4497,UBA52,0.7528807995955219
GSE199219,CID4497,COPE,0.7463659065861463
GSE199219,CID4497,NDUFA13,0.6900489521671312
GSE199219,CID4497,FXYD5,0.8541007721274394
GSE199219,CID4497,COX6B1,0.7967476047997971
GSE199219,CID4497,NFKBID,0.707053477396784
GSE199219,CID4497,HCST,0.970143701896892
GSE199219,CID4497,PSMD8,0.7277828891203572
GSE199219,CID4497,EIF3K,0.806938811424987
GSE199219,CID4497,ACTN4,0.7266620918315486
GSE199219,CID4497,GMFG,0.8515429375239538
GSE199219,CID4497,ZFP36,1.1410941893920719
GSE199219,CID4497,RPS16,0.7007378276689904
GSE199219,CID4497,SERTAD1,0.9473628237957388
GSE199219,CID4497,HNRNPUL1,0.6834739315128058
GSE199219,CID4497,TGFB1,0.900200855023254
GSE199219,CID4497,RPS19,0.6923719803208884
GSE199219,CID4497,ARHGEF1,0.7564531841646306
GSE199219,CID4497,RABAC1,0.7515922596916331
GSE199219,CID4497,DEDD2,0.7665757335137228
GSE199219,CID4497,FOSB,1.110825310774532
GSE199219,CID4497,SNRPD2,0.7750018784119574
GSE199219,CID4497,CALM3,0.763745184068129
GSE199219,CID4497,NOP53,0.8894803238244006
GSE199219,CID4497,EMP3,0.8612465582494971
GSE199219,CID4497,RPL18,0.7108085815469714
GSE199219,CID4497,PPP1R15A,0.9942424272280262
GSE199219,CID4497,BAX,0.7660167789059649
GSE199219,CID4497,FTL,0.8502148502244793
GSE199219,CID4497,CD37,0.8059240024633565
GSE199219,CID4497,RPL13A,0.7160512123902691
GSE199219,CID4497,RPS11,0.7630503575776846
GSE199219,CID4497,NKG7,1.2428243855498244
GSE199219,CID4497,ZNF331,1.1219721175342663
GSE199219,CID4497,MYADM,0.9919745682683063
GSE199219,CID4497,RPS9,0.6935226032227114
GSE199219,CID4497,UBE2S,1.0581262380835108
GSE199219,CID4497,RPS5,0.794967421587978
GSE199219,CID4497,RANBP1,0.6871531790795805
GSE199219,CID4497,MIF,0.6923086877898686
GSE199219,CID4497,XBP1,0.7683002729890798
GSE199219,CID4497,UQCR10,0.755792608022056
GSE199219,CID4497,PIK3IP1,0.793798635088432
GSE199219,CID4497,MYH9,0.7538995669970873
GSE199219,CID4497,RAC2,0.8573332002558602
GSE199219,CID4497,LGALS1,1.0713591929102766
GSE199219,CID4497,DDX17,0.8440345104307888
GSE199219,CID4497,APOBEC3G,0.8775828200819715
GSE199219,CID4497,RPL3,0.7324139737306491
GSE199219,CID4497,ATF4,0.7807554115355331
GSE199219,CID4497,TNRC6B,0.7500835772127683
GSE199219,CID4497,ST13,0.7241079965153467
GSE199219,CID4497,RBX1,0.6891779485195184
GSE199219,CID4497,SNU13,0.7358144179033616
GSE199219,CID4497,SMDT1,0.7154124928113764
GSE199219,CID4497,TSPO,0.7841199880509386
GSE199219,CID4497,PIM3,0.8041871907965532
GSE199219,CID4497,TYMP,0.8701022459920688
GSE199219,CID4497,SAMSN1,1.0309423319083355
GSE199219,CID4497,BTG3,0.748070347395154
GSE199219,CID4497,SOD1,0.9296526231979696
GSE199219,CID4497,SON,0.8259374265438091
GSE199219,CID4497,MRPS6,0.7578907620809338
GSE199219,CID4497,SLC5A3,0.7571996276139216
GSE199219,CID4497,HMGN1,0.8464186478293003
GSE199219,CID4497,ABCG1,0.39743161430294716
GSE199219,CID4497,CSTB,0.7685539108899941
GSE199219,CID4497,ITGB2,0.7981447471379186
GSE199219,CID4497,MT-ND2,0.7151542111065221
GSE199219,CID4497,MT-ATP8,0.7276433892595029
GSE199219,CID4497,MT-ND3,0.7061225296123841
GSE199219,CID4497,MT-ND4L,0.8906938475879185
GSE199219,CID4497,MT-ND5,0.7776213122408083
GSE199219,CID4497,mm10---mt-Atp6,1.1613716169710233
GSE199219,CID4497,mm10---mt-Co3,1.1615252411222572
GSE199219,CID4497,mm10---mt-Co2,1.1123761624536164
GSE199219,CID4497,mm10---mt-Cytb,0.9942104278608758
GSE199219,CID4497,mm10---mt-Co1,0.9956342953803231
GSE199219,CID4497,mm10---mt-Nd1,0.8695618878637609
GSE199219,CID4497,mm10---Gm42418,0.7855213781526225
GSE199219,CID4497,mm10---mt-Nd2,0.8553786028440304
GSE199219,CID4497,mm10---mt-Nd4,0.8772040860262729
GSE199219,CID4497,FAM46C,0.7096752531010909
GSE199219,CID4497,LINC00152,0.7268826745832828
GSE199219,CID4497,SELK,0.9726984899064394
GSE199219,CID4497,FYB,0.8513529082471064
GSE199219,CID4497,GNB2L1,1.332676236817301
GSE199219,CID4497,RP11-138A9.1,0.7438326814583726
GSE199219,CID4497,LINC-PINT,0.8128896755655186
GSE199219,CID4497,WHSC1L1,0.7354114361459556
GSE199219,CID4497,ATP5L,0.9391071458815381
GSE199219,CID4497,ATP5G2,0.8500048277029596
GSE199219,CID4497,CCDC64,0.7067875192424042
GSE199219,CID4497,TCEB2,0.6805244633430002
GSE199219,CID4497,HN1,0.7226272885707128
GSE199219,CID4497,ATP5E,1.15848238109259
GSE199219,CID4497,C19orf43,0.782465215438576
GSE199219,CID4497,CTD-3252C9.4,0.7985774393613635
GSE199219,CID4497,GLTSCR2,0.8453599167831439
GSE199219,CID4513,ISG15,1.0515098065745014
GSE199219,CID4513,TNFRSF18,0.8955604892750002
GSE199219,CID4513,TNFRSF4,0.8477418937417748
GSE199219,CID4513,RPL22,0.851048526302708
GSE199219,CID4513,TNFRSF9,0.7089695711896166
GSE199219,CID4513,PARK7,0.8618662970720296
GSE199219,CID4513,ENO1,0.881878032406126
GSE199219,CID4513,TNFRSF1B,0.770122297093191
GSE199219,CID4513,PRDM2,0.7665448091836344
GSE199219,CID4513,CAPZB,0.7757389687990934
GSE199219,CID4513,MINOS1,0.7134690910612269
GSE199219,CID4513,HP1BP3,0.7169169623162032
GSE199219,CID4513,CDC42,0.8433800591109558
GSE199219,CID4513,ID3,0.7565308807934291
GSE199219,CID4513,RPL11,0.7130761246396202
GSE199219,CID4513,PITHD1,0.6879790981505973
GSE199219,CID4513,SRSF10,0.7354273418866728
GSE199219,CID4513,RCAN3,0.7195865119904546
GSE199219,CID4513,SRRM1,0.8308962529932616
GSE199219,CID4513,RUNX3,0.8664669927332727
GSE199219,CID4513,SYF2,0.7413716686173567
GSE199219,CID4513,RSRP1,0.9472549562717874
