spearman,r2,rmse,prediction_observed_sd_ratio,calibration_slope,source,target,control,n_cells,n_participants,participant_id
0.1987160933599691,-0.9165810346603394,0.5979904038510918,0.3812642035438467,0.7304571465753934,GSE334503,CD79b (Igβ),cognate,84177,17.0,
-0.055099157763221905,-0.18089115619659424,1.334678368846443,0.13408647523282166,-0.37953412432593675,GSE334503,CD79b (Igβ),noncognate,84177,17.0,
0.4130472201427081,-1.050208568572998,0.6607257711303326,0.6260936890282535,0.7302293337671233,GSE334503,CD79b (Igβ),cognate,5577,,HS10
0.1577211879054899,-0.5861818790435791,0.5861006191810132,0.23615347654188448,0.8884969248015402,GSE334503,CD79b (Igβ),cognate,5436,,HS12
0.14557090112827797,-1.2557401657104492,0.5761437877985864,0.4002273979137193,0.6661021433662054,GSE334503,CD79b (Igβ),cognate,4385,,HS16
0.13806831745440823,-0.856220006942749,0.5573276228906874,0.33384679720429505,0.6517534933724276,GSE334503,CD79b (Igβ),cognate,6170,,HS22
0.1419920717233913,-1.4867165088653564,0.619091958621272,0.3381753541028962,0.7351032828097784,GSE334503,CD79b (Igβ),cognate,4705,,HS24
0.2133416319042349,-0.5776107311248779,0.5883599116001663,0.4286836122455965,0.6991951648465402,GSE334503,CD79b (Igβ),cognate,5100,,HS28
0.19957354590823403,-0.7141686677932739,0.5797451874852764,0.332679600083376,0.772834557415316,GSE334503,CD79b (Igβ),cognate,5338,,HS30
0.0940136340518296,-0.5933108329772949,0.5685878176588023,0.2377754766941513,0.6646402724510188,GSE334503,CD79b (Igβ),cognate,4821,,HS32
0.226746638844265,-0.7042663097381592,0.5539546477314877,0.3373066443960754,0.9800304678139388,GSE334503,CD79b (Igβ),cognate,4619,,HS46
0.3265026929302446,-1.6284775733947754,0.7159349628138781,0.43113636104419834,0.8117948489893343,GSE334503,CD79b (Igβ),cognate,4185,,HS47
0.20158395549009217,-0.6866494417190552,0.5397294383052806,0.3901682708322024,0.7702733081014324,GSE334503,CD79b (Igβ),cognate,4761,,HS6
0.1646278186017537,-0.7671350240707397,0.579917243200031,0.2836933682844289,0.9099456460761112,GSE334503,CD79b (Igβ),cognate,5350,,HS68
0.15024831847299416,-1.6040451526641846,0.6530820586037259,0.3553736800247426,0.6499758952579406,GSE334503,CD79b (Igβ),cognate,4783,,HS75
0.13857410235289053,-1.3958287239074707,0.5828289735322111,0.5007835991948489,0.4035789876407308,GSE334503,CD79b (Igβ),cognate,4613,,HS86
0.07166227923678908,-0.7175171375274658,0.5381940951055671,0.35265993272834956,0.4355246709146929,GSE334503,CD79b (Igβ),cognate,5422,,HS88
0.24726911955765016,-1.5842170715332031,0.6386227836757093,0.37573793196678557,0.8286287162561738,GSE334503,CD79b (Igβ),cognate,3835,,HS93
0.1128516082268615,-1.5392963886260986,0.6300370138512146,0.3892408591236225,0.4782733668534951,GSE334503,CD79b (Igβ),cognate,5077,,HS94
0.024825122023110685,-0.03912198543548584,0.5623452450540801,0.022437233341458425,1.363517689368294,GSE334503,CD107a (LAMP-1),cognate,84177,17.0,
